QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
1,2:53.0,K. Knox makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,17,13
1,2:41.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),17,15
1,2:23.0,E. Mudiay makes 2-pt jump shot from 17 ft (assist by E. Freedom),,19,15
1,2:08.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),19,18
1,1:44.0,E. Mudiay misses 2-pt jump shot from 13 ft,,19,18
1,1:43.0,Offensive rebound by E. Freedom,,19,18
1,1:42.0,E. Freedom misses 2-pt layup from 2 ft,,19,18
1,1:41.0,Offensive rebound by E. Freedom,,19,18
1,1:41.0,Shooting foul by S. Ibaka (drawn by E. Freedom),,19,18
1,1:41.0,New York full timeout,,19,18
1,1:41.0,A. Trier enters the game for T. Hardaway,,19,18
1,1:41.0,,C. Miles enters the game for S. Ibaka,19,18
1,1:41.0,,J. Valančiūnas enters the game for K. Lowry,19,18
1,1:41.0,,D. Wright enters the game for P. Siakam,19,18
1,1:41.0,E. Freedom makes free throw 1 of 2,,20,18
1,1:41.0,E. Freedom makes free throw 2 of 2,,21,18
1,1:23.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft,21,20
1,1:04.0,E. Freedom misses 2-pt layup from 2 ft,,21,20
1,1:04.0,Offensive rebound by K. Knox,,21,20
1,1:04.0,Shooting foul by J. Valančiūnas (drawn by K. Knox),,21,20
1,1:04.0,K. Knox makes free throw 1 of 2,,22,20
1,1:04.0,M. Hezonja enters the game for N. Vonleh,,22,20
1,1:04.0,K. Knox makes free throw 2 of 2,,23,20
1,0:48.0,,O. Anunoby misses 3-pt jump shot from 23 ft,23,20
1,0:45.0,Defensive rebound by E. Freedom,,23,20
1,0:34.0,E. Mudiay makes 2-pt layup from 1 ft (assist by M. Hezonja),,25,20
1,0:31.0,,F. VanVleet makes 3-pt jump shot from 25 ft,25,23
1,0:11.0,Turnover by E. Mudiay (bad pass; steal by D. Wright),,25,23
1,0:06.0,,C. Miles misses 3-pt jump shot from 28 ft,25,23
1,0:02.0,,Offensive rebound by D. Wright,25,23
1,0:02.0,,D. Wright makes 2-pt layup from 1 ft,25,25
2,11:43.0,K. Knox makes 2-pt jump shot from 12 ft (assist by E. Mudiay),,27,25
2,11:18.0,,O. Anunoby makes 2-pt jump shot from 20 ft,27,27
2,10:59.0,E. Freedom misses 2-pt jump shot from 12 ft,,27,27
2,10:55.0,,Defensive rebound by O. Anunoby,27,27
2,10:52.0,,Turnover by O. Anunoby (bad pass; steal by E. Mudiay),27,27
2,10:48.0,Shooting foul by J. Valančiūnas (drawn by E. Freedom),,27,27
2,10:48.0,E. Freedom makes free throw 1 of 2,,28,27
2,10:48.0,E. Freedom makes free throw 2 of 2,,29,27
2,10:34.0,,Turnover by D. Wright (bad pass; steal by E. Mudiay),29,27
2,10:33.0,Shooting foul by C. Miles (drawn by M. Hezonja),,29,27
2,10:26.0,K. Knox misses 2-pt layup from 6 ft,,29,27
2,10:22.0,,Defensive rebound by J. Valančiūnas,29,27
2,10:20.0,,O. Anunoby makes 2-pt dunk from 2 ft (assist by C. Miles),29,29
2,10:00.0,M. Hezonja misses 2-pt layup from 3 ft (block by C. Miles),,29,29
2,10:00.0,Offensive rebound by E. Freedom,,29,29
2,9:53.0,E. Freedom misses 2-pt layup from 1 ft,,29,29
2,9:46.0,Offensive rebound by E. Mudiay,,29,29
2,9:46.0,E. Mudiay makes 2-pt layup at rim,,31,29
2,9:46.0,,O. Anunoby makes 2-pt layup from 2 ft,31,31
2,9:46.0,,Shooting foul by K. Knox (drawn by O. Anunoby),31,31
2,9:46.0,,O. Anunoby makes free throw 1 of 1,31,32
2,9:31.0,E. Mudiay misses 3-pt jump shot from 25 ft,,31,32
2,9:26.0,,Defensive rebound by D. Wright,31,32
2,9:19.0,,C. Miles misses 3-pt jump shot from 25 ft,31,32
2,9:16.0,Defensive rebound by E. Freedom,,31,32
2,9:12.0,Turnover by M. Hezonja (step out of bounds),,31,32
2,9:04.0,,F. VanVleet misses 2-pt layup from 2 ft,31,32
2,9:01.0,Defensive rebound by E. Freedom,,31,32
2,8:55.0,Personal foul by C. Miles (drawn by A. Trier),,31,32
2,8:55.0,,Technical foul by J. Valančiūnas,31,32
2,8:55.0,A. Trier makes technical free throw,,32,32
2,8:46.0,E. Freedom misses 2-pt hook shot from 7 ft,,32,32
2,8:46.0,,Defensive rebound by D. Wright,32,32
2,8:31.0,,Turnover by F. VanVleet (bad pass; steal by A. Trier),32,32
2,8:25.0,M. Hezonja makes 2-pt layup from 1 ft (assist by A. Trier),,34,32
2,8:17.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by C. Miles),34,35
2,8:03.0,A. Trier misses 2-pt jump shot from 9 ft,,34,35
2,8:00.0,Offensive rebound by E. Freedom,,34,35
2,7:59.0,E. Freedom makes 2-pt layup from 1 ft,,36,35
2,7:51.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by F. VanVleet),36,37
2,7:30.0,Offensive foul by E. Freedom (drawn by J. Valančiūnas),,36,37
2,7:30.0,Turnover by E. Freedom (offensive foul),,36,37
2,7:30.0,T. Hardaway enters the game for K. Knox,,36,37
2,7:30.0,F. Ntilikina enters the game for E. Mudiay,,36,37
2,7:20.0,,C. Miles makes 2-pt jump shot from 13 ft (assist by D. Wright),36,39
2,7:03.0,Turnover by E. Freedom (bad pass; steal by C. Miles),,36,39
2,6:59.0,,O. Anunoby makes 2-pt jump shot from 3 ft (assist by D. Wright),36,41
2,6:59.0,,Shooting foul by E. Freedom (drawn by O. Anunoby),36,41
2,6:59.0,,Toronto full timeout,36,41
2,6:59.0,M. Robinson enters the game for E. Freedom,,36,41
2,6:59.0,,O. Anunoby misses free throw 1 of 1,36,41
2,6:59.0,,Offensive rebound by O. Anunoby,36,41
2,6:57.0,,Personal foul by T. Hardaway (drawn by O. Anunoby),36,41
2,6:42.0,,D. Wright makes 2-pt layup from 2 ft,36,43
2,6:31.0,Shooting foul by C. Miles (drawn by T. Hardaway),,36,43
2,6:31.0,T. Hardaway makes free throw 1 of 2,,37,43
2,6:31.0,D. Dotson enters the game for M. Hezonja,,37,43
2,6:31.0,N. Vonleh enters the game for A. Trier,,37,43
2,6:31.0,,K. Leonard enters the game for O. Anunoby,37,43
2,6:31.0,,K. Lowry enters the game for C. Miles,37,43
2,6:31.0,,P. Siakam enters the game for F. VanVleet,37,43
2,6:31.0,T. Hardaway makes free throw 2 of 2,,38,43
2,6:09.0,,D. Wright makes 3-pt jump shot from 26 ft,38,46
2,5:45.0,T. Hardaway makes 2-pt jump shot from 13 ft,,40,46
2,5:28.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by K. Lowry),40,48
2,5:23.0,New York full timeout,,40,48
2,5:23.0,,S. Ibaka enters the game for J. Valančiūnas,40,48
2,5:09.0,T. Hardaway makes 2-pt jump shot from 10 ft,,42,48
2,4:51.0,,Turnover by P. Siakam (lost ball; steal by D. Dotson),42,48
2,4:43.0,D. Dotson misses 3-pt jump shot from 23 ft,,42,48
2,4:43.0,Offensive rebound by Team,,42,48
2,4:43.0,,Loose ball foul by P. Siakam (drawn by M. Robinson),42,48
2,4:43.0,M. Robinson misses free throw 1 of 2,,42,48
2,4:43.0,Offensive rebound by Team,,42,48
2,4:43.0,M. Robinson misses free throw 2 of 2,,42,48
2,4:41.0,,Defensive rebound by P. Siakam,42,48
2,4:26.0,,S. Ibaka misses 2-pt jump shot from 15 ft,42,48
2,4:21.0,Defensive rebound by D. Dotson,,42,48
2,4:15.0,F. Ntilikina misses 2-pt jump shot from 8 ft,,42,48
2,4:09.0,,Defensive rebound by S. Ibaka,42,48
2,4:01.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Leonard),42,51
2,3:45.0,T. Hardaway misses 3-pt jump shot from 24 ft,,42,51
2,3:42.0,,Defensive rebound by S. Ibaka,42,51
2,3:37.0,,Personal foul by T. Hardaway (drawn by K. Leonard),42,51
2,3:37.0,,D. Green enters the game for D. Wright,42,51
2,3:36.0,,Shooting foul by D. Dotson (drawn by K. Leonard),42,51
2,3:36.0,,K. Leonard makes free throw 1 of 2,42,52
2,3:36.0,,K. Leonard misses free throw 2 of 2,42,52
2,3:32.0,Defensive rebound by F. Ntilikina,,42,52
2,3:18.0,D. Dotson makes 2-pt jump shot from 11 ft (assist by F. Ntilikina),,44,52
2,3:09.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),44,54
2,2:50.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,44,54
2,2:45.0,Offensive rebound by D. Dotson,,44,54
2,2:44.0,D. Dotson misses 2-pt layup from 3 ft,,44,54
2,2:43.0,,Defensive rebound by S. Ibaka,44,54
2,2:43.0,,Shooting foul by F. Ntilikina (drawn by K. Leonard),44,54
2,2:43.0,,K. Leonard misses free throw 1 of 2,44,54
2,2:43.0,,Offensive rebound by Team,44,54
2,2:43.0,,K. Leonard makes free throw 2 of 2,44,55
2,2:22.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,44,55
2,2:20.0,Offensive rebound by Team,,44,55
2,2:20.0,,Loose ball foul by P. Siakam (drawn by N. Vonleh),44,55
2,2:20.0,N. Vonleh makes free throw 1 of 2,,45,55
2,2:20.0,N. Vonleh makes free throw 2 of 2,,46,55
2,2:02.0,,S. Ibaka misses 2-pt hook shot from 8 ft,46,55
2,1:58.0,Defensive rebound by M. Robinson,,46,55
2,1:39.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by N. Vonleh),,48,55
2,1:20.0,,P. Siakam misses 3-pt jump shot from 26 ft,48,55
2,1:16.0,Defensive rebound by D. Dotson,,48,55
2,1:10.0,M. Robinson misses 2-pt dunk from 1 ft,,48,55
2,1:06.0,,Defensive rebound by K. Leonard,48,55
2,1:00.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),48,57
2,0:54.0,T. Hardaway makes 2-pt layup from 3 ft,,50,57
2,0:45.0,,K. Leonard makes 2-pt layup from 2 ft (assist by P. Siakam),50,59
2,0:31.0,T. Hardaway makes 3-pt jump shot from 24 ft,,53,59
2,0:28.0,,K. Lowry makes 2-pt jump shot from 9 ft,53,61
2,0:28.0,,Shooting foul by F. Ntilikina (drawn by K. Lowry),53,61
2,0:28.0,K. Knox enters the game for F. Ntilikina,,53,61
2,0:28.0,A. Trier enters the game for N. Vonleh,,53,61
2,0:28.0,,F. VanVleet enters the game for P. Siakam,53,61
2,0:28.0,,K. Lowry makes free throw 1 of 1,53,62
2,0:09.0,Turnover by T. Hardaway (lost ball; steal by D. Green),,53,62
2,0:09.0,,Personal foul by T. Hardaway (drawn by K. Leonard),53,62
2,0:09.0,,K. Leonard makes free throw 1 of 2,53,63
2,0:09.0,,K. Leonard makes free throw 2 of 2,53,64
2,0:00.0,D. Dotson misses 3-pt jump shot from 25 ft,,53,64
2,0:00.0,Offensive rebound by Team,,53,64
3,11:44.0,D. Dotson makes 2-pt jump shot from 13 ft,,55,64
3,11:29.0,,K. Lowry misses 3-pt jump shot from 22 ft,55,64
3,11:22.0,Defensive rebound by N. Vonleh,,55,64
3,11:13.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,58,64
3,11:01.0,,P. Siakam makes 2-pt layup at rim,58,66
3,10:54.0,Personal foul by P. Siakam (drawn by N. Vonleh),,58,66
3,10:44.0,T. Hardaway makes 2-pt jump shot from 18 ft,,60,66
3,10:31.0,,Shooting foul by D. Dotson (drawn by K. Leonard),60,66
3,10:31.0,,K. Leonard makes free throw 1 of 2,60,67
3,10:31.0,,K. Leonard makes free throw 2 of 2,60,68
3,10:21.0,D. Dotson makes 2-pt layup from 2 ft,,62,68
3,10:04.0,,D. Green misses 3-pt jump shot from 23 ft,62,68
3,10:01.0,Defensive rebound by N. Vonleh,,62,68
3,9:58.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by D. Dotson),,65,68
3,9:57.0,,Toronto full timeout,65,68
3,9:43.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),65,70
3,9:28.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,67,70
3,9:15.0,,S. Ibaka misses 3-pt jump shot from 25 ft,67,70
3,9:11.0,Defensive rebound by N. Vonleh,,67,70
3,9:08.0,D. Dotson misses 3-pt jump shot from 26 ft,,67,70
3,9:07.0,,Defensive rebound by Team,67,70
3,8:57.0,,Turnover by K. Leonard (lost ball; steal by F. Ntilikina),67,70
3,8:51.0,D. Dotson makes 2-pt layup from 2 ft,,69,70
3,8:28.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by K. Lowry),69,72
3,8:17.0,Turnover by F. Ntilikina (bad pass),,69,72
3,8:05.0,,S. Ibaka misses 2-pt jump shot from 16 ft,69,72
3,8:00.0,Defensive rebound by M. Robinson,,69,72
3,7:41.0,D. Dotson misses 2-pt layup from 3 ft,,69,72
3,7:39.0,,Defensive rebound by K. Leonard,69,72
3,7:33.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),69,74
3,7:33.0,,Shooting foul by M. Robinson (drawn by P. Siakam),69,74
3,7:33.0,E. Mudiay enters the game for F. Ntilikina,,69,74
3,7:33.0,,P. Siakam makes free throw 1 of 1,69,75
3,7:17.0,Shooting foul by D. Green (drawn by T. Hardaway),,69,75
3,7:17.0,T. Hardaway makes free throw 1 of 2,,70,75
3,7:17.0,T. Hardaway misses free throw 2 of 2,,70,75
3,7:15.0,,Defensive rebound by K. Leonard,70,75
3,7:01.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),70,78
3,6:39.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by N. Vonleh),,73,78
3,6:32.0,,Personal foul by T. Hardaway (drawn by D. Green),73,78
3,6:14.0,,K. Leonard makes 2-pt jump shot from 16 ft,73,80
3,5:49.0,Turnover by E. Mudiay (bad pass; steal by D. Green),,73,80
3,5:45.0,,D. Green makes 3-pt jump shot from 24 ft,73,83
3,5:45.0,New York full timeout,,73,83
3,5:45.0,A. Trier enters the game for T. Hardaway,,73,83
3,5:32.0,M. Robinson makes 2-pt dunk from 2 ft (assist by A. Trier),,75,83
3,5:32.0,E. Freedom enters the game for M. Robinson,,75,83
3,5:02.0,,K. Leonard misses 3-pt jump shot from 25 ft,75,83
3,4:58.0,,Offensive rebound by P. Siakam,75,83
3,4:57.0,,P. Siakam makes 2-pt layup from 2 ft,75,85
3,4:37.0,Turnover by A. Trier (lost ball; steal by K. Leonard),,75,85
3,4:32.0,,K. Leonard misses 2-pt layup from 3 ft (block by A. Trier),75,85
3,4:31.0,,Offensive rebound by K. Leonard,75,85
3,4:31.0,,Shooting foul by E. Mudiay (drawn by K. Leonard),75,85
3,4:31.0,,K. Leonard makes free throw 1 of 2,75,86
3,4:31.0,,K. Leonard makes free throw 2 of 2,75,87
3,4:10.0,E. Mudiay misses 2-pt layup from 2 ft,,75,87
3,4:07.0,Offensive rebound by E. Freedom,,75,87
3,4:05.0,E. Freedom makes 2-pt jump shot from 20 ft,,77,87
3,3:53.0,,K. Lowry makes 3-pt jump shot from 25 ft,77,90
3,3:36.0,D. Dotson misses 2-pt jump shot from 16 ft,,77,90
3,3:32.0,,Defensive rebound by K. Lowry,77,90
3,3:28.0,,D. Green misses 3-pt jump shot from 26 ft,77,90
3,3:24.0,,Offensive rebound by K. Leonard,77,90
3,3:22.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Leonard),77,93
3,3:00.0,Personal foul by S. Ibaka (drawn by E. Freedom),,77,93
3,3:00.0,M. Hezonja enters the game for D. Dotson,,77,93
3,3:00.0,K. Knox enters the game for N. Vonleh,,77,93
3,3:00.0,,O. Anunoby enters the game for K. Leonard,77,93
3,2:46.0,Turnover by M. Hezonja (bad pass),,77,93
3,2:40.0,,Turnover by D. Green (traveling),77,93
3,2:26.0,K. Knox makes 3-pt jump shot from 25 ft (assist by A. Trier),,80,93
3,2:14.0,,Shooting foul by E. Freedom (drawn by S. Ibaka),80,93
3,2:14.0,,S. Ibaka makes free throw 1 of 2,80,94
3,2:14.0,,F. VanVleet enters the game for D. Green,80,94
3,2:14.0,,D. Wright enters the game for K. Lowry,80,94
3,2:14.0,,S. Ibaka misses free throw 2 of 2,80,94
3,2:12.0,Defensive rebound by E. Freedom,,80,94
3,2:02.0,Personal foul by S. Ibaka (drawn by E. Freedom),,80,94
3,2:02.0,,J. Valančiūnas enters the game for S. Ibaka,80,94
3,1:53.0,K. Knox misses 2-pt jump shot from 17 ft,,80,94
3,1:50.0,,Defensive rebound by P. Siakam,80,94
3,1:28.0,,O. Anunoby misses 3-pt jump shot from 24 ft (block by E. Mudiay),80,94
3,1:21.0,Defensive rebound by E. Mudiay,,80,94
3,1:19.0,E. Mudiay misses 2-pt layup from 1 ft,,80,94
3,1:19.0,,Defensive rebound by F. VanVleet,80,94
3,1:17.0,,Shooting foul by M. Hezonja (drawn by P. Siakam),80,94
3,1:17.0,,P. Siakam makes free throw 1 of 2,80,95
3,1:17.0,,P. Siakam makes free throw 2 of 2,80,96
3,1:01.0,A. Trier misses 3-pt jump shot from 26 ft,,80,96
3,0:58.0,,Defensive rebound by F. VanVleet,80,96
3,0:48.0,,Shooting foul by A. Trier (drawn by P. Siakam),80,96
3,0:48.0,,P. Siakam makes free throw 1 of 2,80,97
3,0:48.0,,P. Siakam makes free throw 2 of 2,80,98
3,0:39.0,A. Trier misses 2-pt layup from 4 ft,,80,98
3,0:38.0,Offensive rebound by A. Trier,,80,98
3,0:38.0,A. Trier misses 2-pt layup from 2 ft,,80,98
3,0:37.0,,Defensive rebound by J. Valančiūnas,80,98
3,0:27.0,,F. VanVleet misses 3-pt jump shot from 25 ft,80,98
3,0:23.0,Defensive rebound by E. Freedom,,80,98
3,0:08.0,E. Mudiay makes 2-pt jump shot from 14 ft,,82,98
3,0:01.0,,F. VanVleet makes 2-pt jump shot from 10 ft,82,100
4,11:47.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,82,102
4,11:23.0,M. Hezonja makes 2-pt jump shot from 23 ft (assist by E. Freedom),,84,102
4,11:02.0,,Shooting foul by E. Freedom (drawn by J. Valančiūnas),84,102
4,11:02.0,,J. Valančiūnas misses free throw 1 of 2,84,102
4,11:02.0,,Offensive rebound by Team,84,102
4,11:02.0,,J. Valančiūnas misses free throw 2 of 2,84,102
4,10:59.0,Defensive rebound by E. Freedom,,84,102
4,10:39.0,E. Mudiay makes 2-pt jump shot from 6 ft,,86,102
4,10:25.0,,O. Anunoby makes 2-pt dunk at rim (assist by F. VanVleet),86,104
4,10:06.0,E. Freedom makes 2-pt layup from 2 ft,,88,104
4,9:53.0,,O. Anunoby misses 3-pt jump shot from 23 ft,88,104
4,9:51.0,Defensive rebound by T. Hardaway,,88,104
4,9:45.0,K. Knox misses 3-pt jump shot from 25 ft,,88,104
4,9:41.0,,Defensive rebound by F. VanVleet,88,104
4,9:33.0,,Shooting foul by K. Knox (drawn by J. Valančiūnas),88,104
4,9:33.0,,J. Valančiūnas makes free throw 1 of 2,88,105
4,9:33.0,F. Ntilikina enters the game for E. Mudiay,,88,105
4,9:33.0,,J. Valančiūnas misses free throw 2 of 2,88,105
4,9:30.0,Defensive rebound by M. Hezonja,,88,105
4,9:16.0,E. Freedom misses 2-pt hook shot from 5 ft,,88,105
4,9:12.0,,Defensive rebound by J. Valančiūnas,88,105
4,9:03.0,,J. Valančiūnas misses 2-pt layup from 4 ft,88,105
4,8:58.0,,Offensive rebound by J. Valančiūnas,88,105
4,8:57.0,,J. Valančiūnas makes 2-pt layup from 2 ft,88,107
4,8:44.0,K. Knox misses 2-pt layup from 6 ft,,88,107
4,8:43.0,Offensive rebound by E. Freedom,,88,107
4,8:43.0,E. Freedom makes 2-pt layup from 4 ft,,90,107
4,8:43.0,Shooting foul by F. VanVleet (drawn by E. Freedom),,90,107
4,8:43.0,E. Freedom makes free throw 1 of 1,,91,107
4,8:25.0,,C. Miles misses 2-pt layup from 8 ft,91,107
4,8:23.0,,Offensive rebound by C. Miles,91,107
4,8:23.0,,Shooting foul by M. Hezonja (drawn by C. Miles),91,107
4,8:23.0,,C. Miles misses free throw 1 of 2,91,107
4,8:23.0,,Offensive rebound by Team,91,107
4,8:23.0,,C. Miles makes free throw 2 of 2,91,108
4,8:11.0,T. Hardaway misses 3-pt jump shot from 26 ft,,91,108
4,8:07.0,,Defensive rebound by D. Wright,91,108
4,8:03.0,,D. Wright misses 2-pt layup from 5 ft (block by K. Knox),91,108
4,8:00.0,,Offensive rebound by F. VanVleet,91,108
4,7:59.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by F. VanVleet),91,111
4,7:59.0,New York full timeout,,91,111
4,7:59.0,M. Robinson enters the game for E. Freedom,,91,111
4,7:45.0,Turnover by F. Ntilikina (bad pass; steal by J. Valančiūnas),,91,111
4,7:35.0,,C. Miles misses 3-pt jump shot from 23 ft,91,111
4,7:31.0,Defensive rebound by M. Hezonja,,91,111
4,7:21.0,F. Ntilikina misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),,91,111
4,7:17.0,,Defensive rebound by J. Valančiūnas,91,111
4,7:07.0,,F. VanVleet misses 3-pt jump shot from 23 ft,91,111
4,7:03.0,Defensive rebound by M. Hezonja,,91,111
4,6:47.0,M. Hezonja makes 2-pt jump shot from 15 ft,,93,111
4,6:26.0,,Offensive foul by J. Valančiūnas (drawn by T. Hardaway),93,111
4,6:26.0,,Turnover by J. Valančiūnas (offensive foul),93,111
4,6:13.0,M. Hezonja misses 2-pt jump shot from 16 ft,,93,111
4,6:10.0,,Defensive rebound by J. Valančiūnas,93,111
