QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
1,0:04.0,,Offensive rebound by J. Simmons,26,23
1,0:04.0,,J. Simmons makes 2-pt jump shot from 8 ft,26,25
1,0:00.0,C. Joseph makes 2-pt hook shot from 3 ft,,28,25
2,11:42.0,K. O'Quinn misses 2-pt layup from 2 ft,,28,25
2,11:38.0,,Defensive rebound by J. Grant,28,25
2,11:33.0,,M. Bamba misses 3-pt jump shot from 24 ft,28,25
2,11:32.0,Defensive rebound by A. Holiday,,28,25
2,11:10.0,C. Joseph makes 2-pt jump shot from 20 ft,,30,25
2,10:52.0,,M. Bamba makes 2-pt hook shot from 7 ft (assist by J. Simmons),30,27
2,10:41.0,Shooting foul by J. Isaac (drawn by T. Leaf),,30,27
2,10:41.0,T. Leaf makes free throw 1 of 2,,31,27
2,10:41.0,T. Leaf makes free throw 2 of 2,,32,27
2,10:17.0,,J. Simmons misses 2-pt jump shot from 9 ft,32,27
2,10:15.0,Defensive rebound by T. Leaf,,32,27
2,10:07.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by T. Leaf),,35,27
2,9:54.0,,Personal foul by K. O'Quinn (drawn by J. Grant),35,27
2,9:40.0,,J. Isaac misses 2-pt jump shot from 9 ft (block by A. Holiday),35,27
2,9:39.0,,Offensive rebound by J. Isaac,35,27
2,9:39.0,,Turnover by Team (shot clock),35,27
2,9:26.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,35,27
2,9:24.0,,Defensive rebound by J. Grant,35,27
2,9:14.0,,M. Bamba misses 2-pt layup from 2 ft,35,27
2,9:12.0,Defensive rebound by D. McDermott,,35,27
2,9:03.0,C. Joseph misses 2-pt jump shot from 18 ft,,35,27
2,9:00.0,,Defensive rebound by J. Isaac,35,27
2,8:50.0,,T. Ross misses 3-pt jump shot from 25 ft,35,27
2,8:48.0,Defensive rebound by D. McDermott,,35,27
2,8:44.0,Offensive foul by D. McDermott (drawn by J. Simmons),,35,27
2,8:44.0,Turnover by D. McDermott (offensive foul),,35,27
2,8:44.0,B. Bogdanović enters the game for T. Leaf,,35,27
2,8:44.0,,E. Fournier enters the game for J. Simmons,35,27
2,8:21.0,,Turnover by J. Grant (bad pass; steal by K. O'Quinn),35,27
2,8:17.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. McDermott),,37,27
2,7:55.0,,J. Isaac misses 2-pt layup from 2 ft,37,27
2,7:53.0,Defensive rebound by K. O'Quinn,,37,27
2,7:49.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by C. Joseph),,40,27
2,7:38.0,,Orlando full timeout,40,27
2,7:38.0,,A. Gordon enters the game for J. Isaac,40,27
2,7:33.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Grant),40,30
2,7:21.0,Personal foul by J. Grant (drawn by A. Holiday),,40,30
2,7:21.0,T. Young enters the game for D. McDermott,,40,30
2,7:21.0,,N. Vučević enters the game for M. Bamba,40,30
2,7:03.0,C. Joseph misses 3-pt jump shot from 25 ft,,40,30
2,7:00.0,,Defensive rebound by A. Gordon,40,30
2,6:50.0,,A. Gordon misses 2-pt hook shot from 5 ft,40,30
2,6:46.0,Defensive rebound by T. Young,,40,30
2,6:38.0,A. Holiday makes 2-pt jump shot from 19 ft (assist by T. Young),,42,30
2,6:14.0,,A. Gordon makes 3-pt jump shot from 25 ft,42,33
2,5:55.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,42,33
2,5:52.0,,Defensive rebound by J. Grant,42,33
2,5:42.0,,Turnover by J. Grant (bad pass; steal by B. Bogdanović),42,33
2,5:39.0,B. Bogdanović makes 2-pt layup from 1 ft,,44,33
2,5:25.0,,Offensive foul by E. Fournier (drawn by C. Joseph),44,33
2,5:25.0,,Turnover by E. Fournier (offensive foul),44,33
2,5:25.0,M. Turner enters the game for K. O'Quinn,,44,33
2,5:25.0,,D. Augustin enters the game for J. Grant,44,33
2,5:25.0,,J. Isaac enters the game for T. Ross,44,33
2,5:07.0,B. Bogdanović makes 2-pt jump shot from 2 ft,,46,33
2,4:48.0,,D. Augustin misses 2-pt jump shot from 13 ft (block by A. Holiday),46,33
2,4:47.0,Defensive rebound by M. Turner,,46,33
2,4:38.0,M. Turner misses 2-pt jump shot from 19 ft,,46,33
2,4:33.0,,Defensive rebound by A. Gordon,46,33
2,4:26.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),46,35
2,4:19.0,Indiana full timeout,,46,35
2,4:19.0,D. Collison enters the game for A. Holiday,,46,35
2,4:11.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),,49,35
2,3:46.0,,Personal foul by M. Turner (drawn by A. Gordon),49,35
2,3:46.0,T. Evans enters the game for C. Joseph,,49,35
2,3:35.0,,D. Augustin makes 2-pt jump shot from 19 ft,49,37
2,3:26.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,49,37
2,3:21.0,,Defensive rebound by A. Gordon,49,37
2,3:12.0,,N. Vučević misses 2-pt hook shot from 2 ft,49,37
2,3:09.0,Defensive rebound by T. Young,,49,37
2,3:05.0,T. Young makes 2-pt jump shot from 3 ft (assist by D. Collison),,51,37
2,2:51.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),51,40
2,2:34.0,Turnover by M. Turner (traveling),,51,40
2,2:24.0,,A. Gordon misses 2-pt layup from 1 ft,51,40
2,2:13.0,,Offensive rebound by A. Gordon,51,40
2,2:13.0,,A. Gordon misses 2-pt layup at rim,51,40
2,2:12.0,Defensive rebound by B. Bogdanović,,51,40
2,2:11.0,B. Bogdanović misses 2-pt layup from 1 ft,,51,40
2,2:07.0,,Defensive rebound by J. Isaac,51,40
2,2:07.0,,Shooting foul by M. Turner (drawn by J. Isaac),51,40
2,2:07.0,,J. Isaac makes free throw 1 of 2,51,41
2,2:07.0,K. O'Quinn enters the game for M. Turner,,51,41
2,2:07.0,,J. Isaac misses free throw 2 of 2,51,41
2,2:04.0,Defensive rebound by K. O'Quinn,,51,41
2,1:52.0,Personal foul by E. Fournier (drawn by K. O'Quinn),,51,41
2,1:52.0,,T. Ross enters the game for E. Fournier,51,41
2,1:45.0,B. Bogdanović makes 2-pt hook shot from 11 ft (assist by K. O'Quinn),,53,41
2,1:32.0,,D. Augustin misses 3-pt jump shot from 26 ft,53,41
2,1:27.0,Defensive rebound by T. Evans,,53,41
2,1:26.0,Turnover by T. Evans (bad pass),,53,41
2,1:13.0,,Shooting foul by T. Young (drawn by A. Gordon),53,41
2,1:13.0,,A. Gordon misses free throw 1 of 2,53,41
2,1:13.0,,Offensive rebound by Team,53,41
2,1:13.0,,A. Gordon misses free throw 2 of 2,53,41
2,1:09.0,Defensive rebound by K. O'Quinn,,53,41
2,0:59.0,T. Young misses 2-pt hook shot from 7 ft (block by J. Isaac),,53,41
2,0:56.0,,Defensive rebound by A. Gordon,53,41
2,0:54.0,,A. Gordon makes 2-pt layup from 2 ft,53,43
2,0:48.0,Shooting foul by N. Vučević (drawn by T. Evans),,53,43
2,0:48.0,T. Evans makes free throw 1 of 2,,54,43
2,0:48.0,T. Leaf enters the game for T. Young,,54,43
2,0:48.0,T. Evans makes free throw 2 of 2,,55,43
2,0:38.0,,Personal foul by K. O'Quinn (drawn by N. Vučević),55,43
2,0:38.0,,N. Vučević makes free throw 1 of 2,55,44
2,0:38.0,,J. Simmons enters the game for J. Isaac,55,44
2,0:38.0,,N. Vučević makes free throw 2 of 2,55,45
2,0:33.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,55,45
2,0:30.0,Offensive rebound by D. Collison,,55,45
2,0:26.0,T. Evans misses 2-pt layup from 1 ft,,55,45
2,0:25.0,Offensive rebound by K. O'Quinn,,55,45
2,0:25.0,K. O'Quinn makes 2-pt layup from 1 ft,,57,45
2,0:01.0,,T. Ross misses 3-pt jump shot from 25 ft,57,45
2,0:01.0,Defensive rebound by K. O'Quinn,,57,45
3,11:42.0,Turnover by T. Young (lost ball; steal by A. Gordon),,57,45
3,11:39.0,,Turnover by A. Gordon (traveling),57,45
3,11:22.0,Shooting foul by A. Gordon (drawn by M. Turner),,57,45
3,11:22.0,M. Turner makes free throw 1 of 2,,58,45
3,11:22.0,M. Turner misses free throw 2 of 2,,58,45
3,11:22.0,,Defensive rebound by N. Vučević,58,45
3,11:04.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by E. Fournier),58,47
3,10:43.0,B. Bogdanović misses 2-pt layup from 1 ft,,58,47
3,10:41.0,,Defensive rebound by N. Vučević,58,47
3,10:37.0,,N. Vučević misses 3-pt jump shot from 25 ft,58,47
3,10:34.0,Defensive rebound by M. Turner,,58,47
3,10:28.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),,61,47
3,10:09.0,,Personal foul by M. Turner (drawn by N. Vučević),61,47
3,10:09.0,K. O'Quinn enters the game for M. Turner,,61,47
3,9:59.0,Violation by Team (delay of game),,61,47
3,9:54.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),61,50
3,9:38.0,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Gordon),,61,50
3,9:35.0,,Defensive rebound by A. Gordon,61,50
3,9:32.0,,D. Augustin misses 3-pt jump shot from 24 ft,61,50
3,9:32.0,,Offensive rebound by N. Vučević,61,50
3,9:30.0,,N. Vučević makes 2-pt layup from 1 ft,61,52
3,9:30.0,Indiana full timeout,,61,52
3,9:21.0,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),,63,52
3,9:04.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by J. Simmons),63,54
3,8:47.0,D. Collison misses 2-pt jump shot from 17 ft,,63,54
3,8:44.0,,Defensive rebound by N. Vučević,63,54
3,8:26.0,,E. Fournier misses 3-pt jump shot from 25 ft,63,54
3,8:24.0,Defensive rebound by D. Collison,,63,54
3,8:16.0,T. Evans misses 3-pt jump shot from 27 ft,,63,54
3,8:13.0,,Defensive rebound by A. Gordon,63,54
3,8:07.0,,A. Gordon makes 3-pt jump shot from 27 ft,63,57
3,7:53.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,63,57
3,7:51.0,,Defensive rebound by N. Vučević,63,57
3,7:44.0,,E. Fournier misses 2-pt layup from 2 ft (block by K. O'Quinn),63,57
3,7:44.0,,Offensive rebound by A. Gordon,63,57
3,7:37.0,,A. Gordon makes 2-pt dunk from 2 ft,63,59
3,7:26.0,T. Evans makes 2-pt layup from 4 ft,,65,59
3,7:15.0,,A. Gordon misses 3-pt jump shot from 25 ft,65,59
3,7:12.0,Defensive rebound by K. O'Quinn,,65,59
3,7:01.0,K. O'Quinn makes 2-pt hook shot from 2 ft,,67,59
3,6:46.0,,Personal foul by T. Young (drawn by A. Gordon),67,59
3,6:35.0,,D. Augustin misses 2-pt jump shot from 16 ft,67,59
3,6:32.0,Defensive rebound by K. O'Quinn,,67,59
3,6:28.0,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by T. Young),,69,59
3,6:08.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Fournier),69,61
3,5:59.0,K. O'Quinn makes 2-pt jump shot from 12 ft (assist by T. Evans),,71,61
3,5:40.0,,A. Gordon misses 2-pt layup from 2 ft (block by K. O'Quinn),71,61
3,5:39.0,,Offensive rebound by Team,71,61
3,5:39.0,,J. Isaac enters the game for J. Simmons,71,61
3,5:37.0,,E. Fournier misses 3-pt jump shot from 26 ft,71,61
3,5:33.0,Defensive rebound by D. Collison,,71,61
3,5:31.0,K. O'Quinn misses 2-pt layup from 1 ft,,71,61
3,5:29.0,,Defensive rebound by N. Vučević,71,61
3,5:24.0,,Turnover by A. Gordon (lost ball; steal by T. Evans),71,61
3,5:19.0,D. Collison misses 3-pt jump shot from 22 ft,,71,61
3,5:16.0,,Defensive rebound by J. Isaac,71,61
3,5:09.0,,Personal foul by B. Bogdanović (drawn by N. Vučević),71,61
3,5:01.0,,N. Vučević misses 2-pt layup from 2 ft (block by T. Young),71,61
3,4:58.0,Defensive rebound by T. Evans,,71,61
3,4:58.0,Shooting foul by J. Isaac (drawn by T. Evans),,71,61
3,4:58.0,T. Evans makes free throw 1 of 2,,72,61
3,4:58.0,,J. Grant enters the game for D. Augustin,72,61
3,4:58.0,,T. Ross enters the game for E. Fournier,72,61
3,4:58.0,T. Evans makes free throw 2 of 2,,73,61
3,4:36.0,,Turnover by N. Vučević (lost ball; steal by T. Young),73,61
3,4:35.0,Personal foul by J. Grant (drawn by T. Young),,73,61
3,4:29.0,Shooting foul by J. Isaac (drawn by B. Bogdanović),,73,61
3,4:29.0,B. Bogdanović makes free throw 1 of 2,,74,61
3,4:29.0,B. Bogdanović makes free throw 2 of 2,,75,61
3,4:06.0,,Turnover by N. Vučević (bad pass; steal by K. O'Quinn),75,61
3,3:55.0,T. Evans makes 3-pt jump shot from 25 ft,,78,61
3,3:54.0,,Orlando full timeout,78,61
3,3:54.0,C. Joseph enters the game for B. Bogdanović,,78,61
3,3:37.0,,N. Vučević misses 2-pt jump shot from 4 ft,78,61
3,3:30.0,,Offensive rebound by N. Vučević,78,61
3,3:30.0,,N. Vučević makes 2-pt layup from 1 ft,78,63
3,3:22.0,Turnover by T. Evans (bad pass; steal by T. Ross),,78,63
3,3:15.0,,T. Ross makes 2-pt jump shot from 16 ft,78,65
3,3:15.0,,M. Bamba enters the game for J. Isaac,78,65
3,3:15.0,,J. Simmons enters the game for N. Vučević,78,65
3,2:49.0,C. Joseph makes 2-pt jump shot from 9 ft,,80,65
3,2:34.0,,T. Ross misses 3-pt jump shot from 25 ft,80,65
3,2:32.0,Defensive rebound by T. Evans,,80,65
3,2:23.0,T. Evans misses 2-pt jump shot from 21 ft,,80,65
3,2:20.0,,Defensive rebound by M. Bamba,80,65
3,2:12.0,,A. Gordon makes 2-pt layup from 2 ft (assist by J. Grant),80,67
3,2:12.0,,Shooting foul by T. Young (drawn by A. Gordon),80,67
3,2:12.0,T. Leaf enters the game for T. Evans,,80,67
3,2:12.0,D. McDermott enters the game for T. Young,,80,67
3,2:12.0,,A. Gordon makes free throw 1 of 1,80,68
3,1:58.0,C. Joseph makes 2-pt jump shot from 12 ft,,82,68
3,1:58.0,Shooting foul by T. Ross (drawn by C. Joseph),,82,68
3,1:58.0,C. Joseph misses free throw 1 of 1,,82,68
3,1:58.0,Offensive rebound by C. Joseph,,82,68
3,1:41.0,Turnover by Team (shot clock),,82,68
3,1:41.0,A. Holiday enters the game for D. Collison,,82,68
3,1:30.0,,M. Bamba misses 3-pt jump shot from 24 ft,82,68
3,1:27.0,Defensive rebound by A. Holiday,,82,68
3,1:20.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by A. Holiday),,84,68
3,1:03.0,,M. Bamba makes 2-pt dunk from 1 ft,84,70
3,0:44.0,K. O'Quinn makes 2-pt jump shot from 12 ft,,86,70
3,0:25.0,,A. Gordon misses 2-pt jump shot from 10 ft,86,70
3,0:23.0,,Offensive rebound by M. Bamba,86,70
3,0:22.0,,M. Bamba misses 2-pt layup from 4 ft (block by C. Joseph),86,70
3,0:20.0,Defensive rebound by D. McDermott,,86,70
3,0:03.0,K. O'Quinn misses 3-pt jump shot from 25 ft,,86,70
3,0:00.0,,Defensive rebound by M. Bamba,86,70
3,0:00.0,,M. Bamba misses 3-pt jump shot from 68 ft,86,70
3,0:00.0,,Offensive rebound by Team,86,70
4,11:59.0,,Personal foul by D. McDermott (drawn by E. Fournier),86,70
4,11:59.0,,Turnover by J. Grant (offensive foul),86,70
4,11:59.0,,Offensive foul by J. Grant (drawn by A. Holiday),86,70
4,11:49.0,A. Holiday makes 2-pt jump shot from 15 ft,,88,70
4,11:35.0,,Shooting foul by A. Holiday (drawn by J. Grant),88,70
4,11:35.0,,J. Grant makes free throw 1 of 2,88,71
4,11:35.0,,J. Grant makes free throw 2 of 2,88,72
4,11:18.0,Personal foul by E. Fournier (drawn by T. Leaf),,88,72
4,11:13.0,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),,90,72
4,10:58.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by M. Bamba),90,74
4,10:41.0,Turnover by C. Joseph (bad pass),,90,74
4,10:29.0,,J. Isaac misses 3-pt jump shot from 25 ft,90,74
4,10:27.0,Defensive rebound by K. O'Quinn,,90,74
4,10:13.0,T. Leaf misses 2-pt layup from 2 ft (block by J. Isaac),,90,74
4,10:05.0,Offensive rebound by T. Leaf,,90,74
4,10:05.0,T. Leaf makes 2-pt layup at rim,,92,74
4,9:58.0,,M. Bamba misses 2-pt jump shot from 22 ft,92,74
4,9:56.0,Defensive rebound by T. Leaf,,92,74
4,9:56.0,Turnover by T. Leaf (bad pass),,92,74
4,9:50.0,,Turnover by J. Isaac (bad pass; steal by A. Holiday),92,74
4,9:46.0,C. Joseph misses 2-pt layup from 4 ft (block by J. Isaac),,92,74
4,9:40.0,Offensive rebound by T. Leaf,,92,74
4,9:39.0,T. Leaf makes 2-pt layup from 2 ft,,94,74
4,9:28.0,,Turnover by E. Fournier (lost ball; steal by C. Joseph),94,74
4,9:10.0,T. Leaf misses 3-pt jump shot from 25 ft,,94,74
4,9:09.0,,Defensive rebound by Team,94,74
4,9:09.0,,A. Gordon enters the game for J. Isaac,94,74
4,8:54.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by A. Gordon),94,76
4,8:42.0,Shooting foul by E. Fournier (drawn by D. McDermott),,94,76
4,8:42.0,D. McDermott makes free throw 1 of 2,,95,76
4,8:42.0,T. Young enters the game for T. Leaf,,95,76
4,8:42.0,D. McDermott makes free throw 2 of 2,,96,76
4,8:27.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by A. Gordon),96,79
4,8:13.0,D. McDermott misses 2-pt layup from 1 ft (block by M. Bamba),,96,79
4,8:09.0,,Defensive rebound by T. Ross,96,79
4,8:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,96,79
4,7:57.0,Defensive rebound by A. Holiday,,96,79
4,7:53.0,Indiana full timeout,,96,79
4,7:53.0,B. Bogdanović enters the game for D. McDermott,,96,79
4,7:53.0,M. Turner enters the game for K. O'Quinn,,96,79
4,7:39.0,C. Joseph makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),,98,79
4,7:22.0,,M. Bamba misses 3-pt jump shot from 25 ft,98,79
4,7:22.0,Defensive rebound by Team,,98,79
4,7:22.0,,Loose ball foul by T. Ross (drawn by C. Joseph),98,79
4,7:06.0,A. Holiday misses 3-pt jump shot from 27 ft,,98,79
4,7:03.0,,Defensive rebound by M. Bamba,98,79
4,6:55.0,,J. Grant misses 3-pt jump shot from 26 ft,98,79
4,6:51.0,Defensive rebound by T. Young,,98,79
4,6:44.0,Shooting foul by M. Bamba (drawn by B. Bogdanović),,98,79
4,6:44.0,B. Bogdanović misses free throw 1 of 2,,98,79
4,6:44.0,Offensive rebound by Team,,98,79
4,6:44.0,,D. Augustin enters the game for J. Grant,98,79
4,6:44.0,B. Bogdanović makes free throw 2 of 2,,99,79
4,6:34.0,,T. Ross misses 2-pt jump shot from 17 ft,99,79
4,6:32.0,Defensive rebound by A. Holiday,,99,79
4,6:22.0,M. Turner makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),,101,79
4,6:22.0,,Violation by Team (def goaltending),101,79
4,6:06.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by D. Augustin),101,81
4,5:42.0,T. Young makes 3-pt jump shot from 22 ft (assist by C. Joseph),,104,81
4,5:15.0,,A. Gordon misses 3-pt jump shot from 26 ft,104,81
4,5:11.0,Defensive rebound by T. Young,,104,81
4,4:59.0,C. Joseph misses 2-pt jump shot from 14 ft,,104,81
4,4:57.0,,Defensive rebound by M. Bamba,104,81
4,4:48.0,,E. Fournier misses 2-pt jump shot from 12 ft,104,81
4,4:45.0,Defensive rebound by A. Holiday,,104,81
4,4:42.0,A. Holiday misses 2-pt layup from 1 ft,,104,81
4,4:41.0,,Defensive rebound by A. Gordon,104,81
4,4:33.0,,A. Gordon misses 2-pt layup from 2 ft,104,81
4,4:30.0,Defensive rebound by A. Holiday,,104,81
4,4:15.0,T. Young misses 2-pt layup from 3 ft,,104,81
4,4:12.0,Offensive rebound by C. Joseph,,104,81
4,4:08.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,104,81
4,4:08.0,Offensive rebound by T. Young,,104,81
4,4:08.0,C. Joseph makes 2-pt layup from 4 ft (assist by T. Young),,106,81
4,4:08.0,,Violation by Team (def goaltending),106,81
4,4:08.0,,Orlando full timeout,106,81
4,4:08.0,D. Collison enters the game for A. Holiday,,106,81
4,4:08.0,,K. Birch enters the game for D. Augustin,106,81
4,4:08.0,,I. Briscoe enters the game for M. Bamba,106,81
4,4:08.0,,J. Grant enters the game for E. Fournier,106,81
4,4:08.0,,W. Iwundu enters the game for A. Gordon,106,81
4,4:08.0,,J. Martin enters the game for T. Ross,106,81
4,3:46.0,,J. Martin misses 2-pt jump shot from 21 ft,106,81
4,3:43.0,Defensive rebound by B. Bogdanović,,106,81
4,3:31.0,T. Young makes 2-pt dunk from 2 ft (assist by D. Collison),,108,81
