QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
3,11:28.0,,D. Green misses 2-pt jump shot from 15 ft,58,67
3,11:25.0,Defensive rebound by A. Iguodala,,58,67
3,11:19.0,Q. Cook makes 2-pt jump shot from 11 ft,,60,67
3,10:51.0,,S. Ibaka makes 2-pt dunk from 2 ft,60,69
3,10:28.0,Q. Cook makes 2-pt jump shot from 13 ft (assist by K. Durant),,62,69
3,10:17.0,,Personal foul by D. Jones (drawn by K. Lowry),62,69
3,10:02.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),62,72
3,9:40.0,Personal foul by D. Green (drawn by A. Iguodala),,62,72
3,9:26.0,Turnover by Team (shot clock),,62,72
3,9:14.0,,K. Leonard misses 2-pt layup from 1 ft (block by K. Thompson),62,72
3,9:11.0,,Offensive rebound by K. Leonard,62,72
3,9:10.0,,K. Leonard makes 2-pt layup from 2 ft,62,74
3,9:03.0,Q. Cook misses 3-pt jump shot from 25 ft,,62,74
3,9:01.0,,Defensive rebound by K. Lowry,62,74
3,8:57.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by K. Lowry),62,77
3,8:55.0,Golden State full timeout,,62,77
3,8:55.0,J. Bell enters the game for D. Jones,,62,77
3,8:39.0,K. Durant misses 2-pt jump shot from 15 ft,,62,77
3,8:37.0,,Defensive rebound by S. Ibaka,62,77
3,8:21.0,,Turnover by S. Ibaka (3 sec),62,77
3,8:14.0,Personal foul by P. Siakam (drawn by A. Iguodala),,62,77
3,8:03.0,K. Durant misses 2-pt jump shot from 10 ft,,62,77
3,8:01.0,,Defensive rebound by K. Leonard,62,77
3,7:57.0,,Shooting foul by J. Bell (drawn by S. Ibaka),62,77
3,7:57.0,,S. Ibaka makes free throw 1 of 2,62,78
3,7:57.0,,S. Ibaka makes free throw 2 of 2,62,79
3,7:43.0,Shooting foul by S. Ibaka (drawn by K. Durant),,62,79
3,7:43.0,K. Durant makes free throw 1 of 2,,63,79
3,7:43.0,K. Durant makes free throw 2 of 2,,64,79
3,7:18.0,,K. Lowry misses 3-pt jump shot from 29 ft,64,79
3,7:15.0,,Offensive rebound by D. Green,64,79
3,7:13.0,,K. Lowry misses 3-pt jump shot from 29 ft,64,79
3,7:11.0,Defensive rebound by Team,,64,79
3,6:58.0,Q. Cook misses 2-pt jump shot from 15 ft,,64,79
3,6:55.0,,Defensive rebound by D. Green,64,79
3,6:55.0,J. Jerebko enters the game for Q. Cook,,64,79
3,6:43.0,,K. Leonard misses 2-pt jump shot from 10 ft,64,79
3,6:41.0,Defensive rebound by K. Durant,,64,79
3,6:34.0,K. Durant makes 3-pt jump shot from 27 ft,,67,79
3,6:15.0,,Shooting foul by K. Durant (drawn by K. Leonard),67,79
3,6:15.0,,K. Leonard makes free throw 1 of 2,67,80
3,6:15.0,,K. Leonard makes free throw 2 of 2,67,81
3,6:07.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),,69,81
3,5:55.0,,P. Siakam makes 2-pt layup from 1 ft,69,83
3,5:32.0,J. Bell misses 2-pt jump shot from 5 ft,,69,83
3,5:28.0,,Defensive rebound by D. Green,69,83
3,5:24.0,,K. Leonard misses 3-pt jump shot from 25 ft,69,83
3,5:19.0,Defensive rebound by J. Jerebko,,69,83
3,5:17.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by J. Jerebko),,72,83
3,4:52.0,,K. Leonard makes 2-pt jump shot from 9 ft,72,85
3,4:37.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,75,85
3,4:25.0,,D. Green misses 3-pt jump shot from 28 ft,75,85
3,4:23.0,Defensive rebound by J. Jerebko,,75,85
3,4:17.0,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),,77,85
3,4:17.0,,Toronto full timeout,77,85
3,3:59.0,,Personal foul by K. Thompson (drawn by S. Ibaka),77,85
3,3:52.0,,K. Leonard misses 2-pt jump shot from 10 ft (block by J. Jerebko),77,85
3,3:49.0,,Offensive rebound by D. Green,77,85
3,3:47.0,,D. Green makes 3-pt jump shot from 25 ft,77,88
3,3:28.0,K. Thompson misses 2-pt jump shot from 10 ft,,77,88
3,3:26.0,,Defensive rebound by K. Lowry,77,88
3,3:17.0,,S. Ibaka makes 2-pt dunk at rim (assist by K. Lowry),77,90
3,2:51.0,Turnover by J. Jerebko (out of bounds lost ball),,77,90
3,2:51.0,D. Lee enters the game for A. Iguodala,,77,90
3,2:51.0,S. Livingston enters the game for K. Thompson,,77,90
3,2:51.0,,O. Anunoby enters the game for K. Leonard,77,90
3,2:39.0,,O. Anunoby misses 3-pt jump shot from 23 ft,77,90
3,2:37.0,,Offensive rebound by Team,77,90
3,2:37.0,K. Looney enters the game for J. Bell,,77,90
3,2:37.0,,J. Valančiūnas enters the game for D. Green,77,90
3,2:37.0,,F. VanVleet enters the game for S. Ibaka,77,90
3,2:31.0,,K. Lowry misses 2-pt jump shot from 19 ft,77,90
3,2:27.0,Defensive rebound by K. Looney,,77,90
3,2:18.0,K. Looney misses 3-pt jump shot from 27 ft,,77,90
3,2:14.0,Offensive rebound by K. Durant,,77,90
3,2:11.0,K. Durant makes 2-pt layup from 1 ft,,79,90
3,2:02.0,,K. Lowry misses 2-pt layup from 2 ft,79,90
3,2:00.0,Defensive rebound by K. Durant,,79,90
3,1:58.0,Personal foul by F. VanVleet (drawn by S. Livingston),,79,90
3,1:58.0,,D. Wright enters the game for K. Lowry,79,90
3,1:51.0,Turnover by D. Lee (traveling),,79,90
3,1:30.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by P. Siakam),79,92
3,1:20.0,K. Durant makes 2-pt jump shot from 18 ft,,81,92
3,1:05.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by F. VanVleet),81,94
3,0:52.0,K. Durant makes 2-pt jump shot from 21 ft,,83,94
3,0:43.0,,P. Siakam misses 2-pt layup from 4 ft,83,94
3,0:42.0,,Offensive rebound by Team,83,94
3,0:42.0,Loose ball foul by K. Looney (drawn by J. Valančiūnas),,83,94
3,0:42.0,,J. Valančiūnas makes free throw 1 of 2,83,95
3,0:42.0,,J. Valančiūnas makes free throw 2 of 2,83,96
3,0:30.0,K. Durant makes 2-pt jump shot from 23 ft,,85,96
3,0:09.0,,D. Wright misses 2-pt jump shot from 4 ft,85,96
3,0:07.0,Defensive rebound by D. Lee,,85,96
3,0:03.0,K. Durant makes 3-pt jump shot from 31 ft,,88,96
3,0:00.0,,F. VanVleet misses 3-pt jump shot from 44 ft,88,96
3,0:00.0,,Offensive rebound by Team,88,96
4,11:44.0,,Shooting foul by K. Looney (drawn by D. Wright),88,96
4,11:44.0,,D. Wright makes free throw 1 of 2,88,97
4,11:44.0,,D. Wright makes free throw 2 of 2,88,98
4,11:28.0,K. Thompson misses 3-pt jump shot from 23 ft,,88,98
4,11:26.0,,Defensive rebound by F. VanVleet,88,98
4,11:17.0,,Turnover by F. VanVleet (bad pass; steal by D. Lee),88,98
4,11:12.0,J. Jerebko makes 2-pt dunk from 1 ft (assist by S. Livingston),,90,98
4,10:52.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by K. Leonard),90,101
4,10:32.0,D. Lee makes 2-pt jump shot from 7 ft (assist by J. Jerebko),,92,101
4,10:12.0,,Shooting foul by K. Thompson (drawn by K. Leonard),92,101
4,10:12.0,,K. Leonard makes free throw 1 of 2,92,102
4,10:12.0,,K. Leonard makes free throw 2 of 2,92,103
4,10:00.0,K. Thompson misses 3-pt jump shot from 28 ft,,92,103
4,9:57.0,Offensive rebound by K. Looney,,92,103
4,9:53.0,K. Thompson misses 2-pt jump shot from 6 ft,,92,103
4,9:49.0,Offensive rebound by K. Looney,,92,103
4,9:46.0,D. Lee makes 2-pt layup from 2 ft (assist by K. Looney),,94,103
4,9:29.0,,O. Anunoby misses 3-pt jump shot from 25 ft,94,103
4,9:25.0,,Offensive rebound by O. Anunoby,94,103
4,9:22.0,,Turnover by O. Anunoby (lost ball; steal by S. Livingston),94,103
4,9:14.0,J. Jerebko makes 3-pt jump shot from 27 ft (assist by S. Livingston),,97,103
4,9:04.0,,Toronto full timeout,97,103
4,8:51.0,,O. Anunoby misses 3-pt jump shot from 25 ft,97,103
4,8:48.0,Defensive rebound by S. Livingston,,97,103
4,8:38.0,K. Looney makes 2-pt dunk from 9 ft (assist by K. Thompson),,99,103
4,8:13.0,,O. Anunoby misses 3-pt jump shot from 23 ft,99,103
4,8:11.0,Defensive rebound by K. Looney,,99,103
4,8:01.0,K. Thompson makes 2-pt jump shot from 8 ft (assist by S. Livingston),,101,103
4,7:42.0,,D. Wright makes 3-pt jump shot from 26 ft,101,106
4,7:31.0,J. Jerebko makes 2-pt dunk from 1 ft (assist by S. Livingston),,103,106
4,7:31.0,Shooting foul by F. VanVleet (drawn by J. Jerebko),,103,106
4,7:31.0,,D. Green enters the game for O. Anunoby,103,106
4,7:31.0,,K. Lowry enters the game for K. Leonard,103,106
4,7:31.0,,P. Siakam enters the game for F. VanVleet,103,106
4,7:31.0,J. Jerebko makes free throw 1 of 1,,104,106
4,7:12.0,,J. Valančiūnas misses 2-pt layup from 1 ft,104,106
4,7:10.0,Defensive rebound by J. Jerebko,,104,106
4,7:02.0,S. Livingston misses 2-pt jump shot from 10 ft,,104,106
4,7:00.0,,Defensive rebound by J. Valančiūnas,104,106
4,6:52.0,,K. Lowry makes 2-pt jump shot from 12 ft,104,108
4,6:50.0,Golden State full timeout,,104,108
4,6:50.0,J. Bell enters the game for J. Jerebko,,104,108
4,6:50.0,K. Durant enters the game for S. Livingston,,104,108
4,6:50.0,A. Iguodala enters the game for K. Looney,,104,108
4,6:50.0,,S. Ibaka enters the game for J. Valančiūnas,104,108
4,6:35.0,J. Bell misses 2-pt layup from 3 ft (block by D. Green),,104,108
4,6:35.0,Offensive rebound by Team,,104,108
4,6:27.0,K. Thompson misses 2-pt jump shot from 18 ft,,104,108
4,6:26.0,,Defensive rebound by P. Siakam,104,108
4,6:15.0,,Shooting foul by A. Iguodala (drawn by S. Ibaka),104,108
4,6:15.0,,Offensive rebound by Team,104,108
4,6:15.0,,S. Ibaka misses free throw 1 of 2,104,108
4,6:15.0,,S. Ibaka makes free throw 2 of 2,104,109
4,5:55.0,K. Durant misses 2-pt jump shot from 16 ft,,104,109
4,5:54.0,Offensive rebound by Team,,104,109
4,5:54.0,,Loose ball foul by D. Wright (drawn by J. Bell),104,109
4,5:54.0,,K. Leonard enters the game for D. Wright,104,109
4,5:45.0,A. Iguodala misses 3-pt jump shot from 27 ft,,104,109
4,5:42.0,,Defensive rebound by K. Leonard,104,109
4,5:32.0,,K. Lowry misses 2-pt layup from 2 ft (block by A. Iguodala),104,109
4,5:30.0,Defensive rebound by D. Lee,,104,109
4,5:28.0,D. Lee misses 2-pt layup from 1 ft (block by S. Ibaka),,104,109
4,5:25.0,Offensive rebound by J. Bell,,104,109
4,5:23.0,K. Thompson misses 3-pt jump shot from 24 ft,,104,109
4,5:21.0,,Defensive rebound by K. Leonard,104,109
4,5:14.0,,K. Leonard makes 2-pt jump shot from 20 ft,104,111
4,4:54.0,K. Durant misses 2-pt layup from 1 ft,,104,111
4,4:52.0,,Defensive rebound by K. Leonard,104,111
4,4:43.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),104,114
4,4:41.0,Golden State full timeout,,104,114
4,4:41.0,J. Jerebko enters the game for J. Bell,,104,114
4,4:41.0,K. Looney enters the game for D. Lee,,104,114
4,4:24.0,K. Durant misses 2-pt jump shot from 9 ft,,104,114
4,4:22.0,Offensive rebound by K. Durant,,104,114
4,4:20.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),,107,114
4,3:53.0,,Turnover by P. Siakam (lost ball; steal by A. Iguodala),107,114
4,3:41.0,Shooting foul by S. Ibaka (drawn by K. Looney),,107,114
4,3:41.0,K. Looney misses free throw 1 of 2,,107,114
4,3:41.0,Offensive rebound by Team,,107,114
4,3:41.0,K. Looney makes free throw 2 of 2,,108,114
4,3:24.0,,D. Green misses 3-pt jump shot from 26 ft,108,114
4,3:21.0,Defensive rebound by J. Jerebko,,108,114
4,3:09.0,K. Looney misses 2-pt layup from 2 ft (block by D. Green),,108,114
4,3:09.0,Offensive rebound by Team,,108,114
