QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
1,7:53.0,,Turnover by D. Augustin (lost ball; steal by D. Green),7,11
1,7:40.0,D. Green makes 3-pt jump shot from 26 ft (assist by P. Siakam),,10,11
1,7:18.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by T. Ross),10,13
1,7:07.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,12,13
1,6:57.0,,N. Vučević misses 3-pt jump shot from 26 ft,12,13
1,6:54.0,Defensive rebound by D. Green,,12,13
1,6:46.0,Personal foul by A. Gordon (drawn by K. Leonard),,12,13
1,6:46.0,,Orlando full timeout,12,13
1,6:38.0,K. Leonard makes 2-pt dunk from 1 ft,,14,13
1,6:18.0,,A. Gordon misses 3-pt jump shot from 26 ft,14,13
1,6:15.0,Defensive rebound by M. Gasol,,14,13
1,6:07.0,K. Leonard makes 2-pt layup from 2 ft,,16,13
1,5:55.0,,Turnover by T. Ross (lost ball; steal by M. Gasol),16,13
1,5:51.0,K. Leonard makes 2-pt dunk from 2 ft (assist by M. Gasol),,18,13
1,5:36.0,,Def 3 sec tech foul by Team,18,13
1,5:36.0,,D. Augustin makes technical free throw,18,14
1,5:33.0,,Personal foul by D. Green (drawn by D. Augustin),18,14
1,5:17.0,,N. Vučević makes 2-pt hook shot from 2 ft (assist by A. Gordon),18,16
1,5:08.0,D. Green makes 2-pt layup from 1 ft (assist by K. Lowry),,20,16
1,4:44.0,,T. Ross misses 3-pt jump shot from 27 ft,20,16
1,4:41.0,Defensive rebound by P. Siakam,,20,16
1,4:38.0,D. Green misses 3-pt jump shot from 27 ft,,20,16
1,4:35.0,Offensive rebound by K. Lowry,,20,16
1,4:23.0,K. Leonard misses 2-pt jump shot from 17 ft,,20,16
1,4:21.0,,Defensive rebound by D. Augustin,20,16
1,4:07.0,,E. Fournier makes 2-pt layup from 2 ft,20,18
1,3:51.0,P. Siakam makes 2-pt dunk from 2 ft,,22,18
1,3:32.0,,Personal foul by D. Green (drawn by A. Gordon),22,18
1,3:32.0,F. VanVleet enters the game for D. Green,,22,18
1,3:32.0,,M. Carter-Williams enters the game for D. Augustin,22,18
1,3:32.0,,W. Iwundu enters the game for E. Fournier,22,18
1,3:21.0,,M. Carter-Williams makes 2-pt layup from 7 ft (assist by T. Ross),22,20
1,3:05.0,P. Siakam misses 3-pt jump shot from 24 ft,,22,20
1,3:03.0,,Defensive rebound by Team,22,20
1,2:51.0,,Turnover by T. Ross (bad pass; steal by M. Gasol),22,20
1,2:47.0,Shooting foul by N. Vučević (drawn by K. Leonard),,22,20
1,2:47.0,Toronto full timeout,,22,20
1,2:47.0,S. Ibaka enters the game for M. Gasol,,22,20
1,2:47.0,N. Powell enters the game for K. Lowry,,22,20
1,2:47.0,K. Leonard misses free throw 1 of 2,,22,20
1,2:47.0,Offensive rebound by Team,,22,20
1,2:47.0,K. Leonard makes free throw 2 of 2,,23,20
1,2:36.0,,A. Gordon misses 2-pt layup from 3 ft,23,20
1,2:30.0,,Offensive rebound by N. Vučević,23,20
1,2:30.0,,N. Vučević makes 2-pt layup at rim,23,22
1,2:12.0,Turnover by F. VanVleet (3 sec),,23,22
1,2:12.0,J. Meeks enters the game for K. Leonard,,23,22
1,2:02.0,,Personal foul by N. Powell (drawn by A. Gordon),23,22
1,1:48.0,,A. Gordon misses 3-pt jump shot from 23 ft,23,22
1,1:44.0,Defensive rebound by S. Ibaka,,23,22
1,1:30.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by P. Siakam),,26,22
1,1:19.0,,Personal foul by F. VanVleet (drawn by T. Ross),26,22
1,1:19.0,,T. Ross makes free throw 1 of 2,26,23
1,1:19.0,,K. Birch enters the game for N. Vučević,26,23
1,1:19.0,,T. Ross makes free throw 2 of 2,26,24
1,1:08.0,P. Siakam makes 2-pt jump shot from 11 ft (assist by F. VanVleet),,28,24
1,0:50.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,28,24
1,0:49.0,,Offensive rebound by Team,28,24
1,0:46.0,,T. Ross misses 2-pt jump shot from 19 ft,28,24
1,0:42.0,,Offensive rebound by K. Birch,28,24
1,0:35.0,,A. Gordon misses 2-pt dunk from 2 ft (block by S. Ibaka),28,24
1,0:30.0,,Offensive rebound by A. Gordon,28,24
1,0:27.0,,A. Gordon misses 3-pt jump shot from 24 ft,28,24
1,0:24.0,Defensive rebound by J. Meeks,,28,24
1,0:07.0,P. Siakam misses 2-pt jump shot from 12 ft,,28,24
1,0:04.0,,Defensive rebound by M. Carter-Williams,28,24
1,0:00.0,,M. Carter-Williams makes 2-pt jump shot from 16 ft,28,26
2,11:40.0,,E. Fournier misses 3-pt jump shot from 26 ft,28,26
2,11:35.0,Defensive rebound by P. Siakam,,28,26
2,11:25.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,31,26
2,11:03.0,,E. Fournier makes 2-pt jump shot from 8 ft,31,28
2,10:43.0,Turnover by K. Lowry (bad pass),,31,28
2,10:34.0,,Personal foul by F. VanVleet (drawn by T. Ross),31,28
2,10:22.0,,Offensive foul by J. Isaac (drawn by K. Lowry),31,28
2,10:22.0,,Turnover by J. Isaac (offensive foul),31,28
2,10:22.0,,J. Martin enters the game for J. Isaac,31,28
2,10:03.0,K. Lowry misses 2-pt jump shot from 7 ft (block by J. Martin),,31,28
2,10:00.0,,Defensive rebound by E. Fournier,31,28
2,9:58.0,,T. Ross misses 3-pt jump shot from 30 ft,31,28
2,9:54.0,,Offensive rebound by J. Martin,31,28
2,9:47.0,,J. Martin makes 3-pt jump shot from 24 ft (assist by E. Fournier),31,31
2,9:25.0,P. Siakam misses 3-pt jump shot from 22 ft,,31,31
2,9:21.0,,Defensive rebound by E. Fournier,31,31
2,9:13.0,,J. Martin misses 3-pt jump shot from 27 ft,31,31
2,9:10.0,Defensive rebound by N. Powell,,31,31
2,8:59.0,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),,33,31
2,8:41.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,33,31
2,8:37.0,Defensive rebound by K. Lowry,,33,31
2,8:26.0,Personal foul by E. Fournier (drawn by K. Lowry),,33,31
2,8:26.0,K. Leonard enters the game for P. Siakam,,33,31
2,8:26.0,,A. Gordon enters the game for J. Martin,33,31
2,8:18.0,K. Lowry misses 3-pt jump shot from 26 ft,,33,31
2,8:13.0,Offensive rebound by S. Ibaka,,33,31
2,8:11.0,S. Ibaka makes 2-pt hook shot from 5 ft,,35,31
2,7:53.0,,K. Birch makes 2-pt hook shot from 7 ft (assist by M. Carter-Williams),35,33
2,7:38.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by N. Powell),,38,33
2,7:25.0,,E. Fournier makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),38,35
2,7:18.0,Personal foul by E. Fournier (drawn by K. Lowry),,38,35
2,7:18.0,,D. Augustin enters the game for K. Birch,38,35
2,7:18.0,,W. Iwundu enters the game for M. Carter-Williams,38,35
2,7:18.0,,N. Vučević enters the game for E. Fournier,38,35
2,7:11.0,F. VanVleet misses 2-pt jump shot from 21 ft,,38,35
2,7:07.0,Offensive rebound by K. Leonard,,38,35
2,7:07.0,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Leonard),,41,35
2,6:54.0,,Personal foul by S. Ibaka (drawn by N. Vučević),41,35
2,6:54.0,,Orlando full timeout,41,35
2,6:46.0,,W. Iwundu misses 3-pt jump shot from 23 ft,41,35
2,6:42.0,Defensive rebound by S. Ibaka,,41,35
2,6:26.0,S. Ibaka misses 3-pt jump shot from 26 ft,,41,35
2,6:23.0,,Defensive rebound by A. Gordon,41,35
2,6:10.0,,A. Gordon makes 2-pt layup from 3 ft (assist by N. Vučević),41,37
2,5:44.0,F. VanVleet makes 2-pt layup from 2 ft,,43,37
2,5:33.0,,D. Augustin misses 2-pt layup from 3 ft,43,37
2,5:33.0,,Offensive rebound by Team,43,37
2,5:33.0,M. Gasol enters the game for S. Ibaka,,43,37
2,5:33.0,D. Green enters the game for F. VanVleet,,43,37
2,5:20.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by A. Gordon),43,39
2,5:10.0,Shooting foul by A. Gordon (drawn by K. Leonard),,43,39
2,5:10.0,K. Leonard makes free throw 1 of 2,,44,39
2,5:10.0,P. Siakam enters the game for N. Powell,,44,39
2,5:10.0,,E. Fournier enters the game for T. Ross,44,39
2,5:10.0,K. Leonard makes free throw 2 of 2,,45,39
2,4:59.0,,E. Fournier misses 2-pt layup from 1 ft (block by P. Siakam),45,39
2,4:58.0,Defensive rebound by M. Gasol,,45,39
2,4:36.0,P. Siakam misses 2-pt jump shot from 13 ft,,45,39
2,4:32.0,,Defensive rebound by A. Gordon,45,39
2,4:23.0,,A. Gordon misses 2-pt layup from 1 ft,45,39
2,4:20.0,Defensive rebound by P. Siakam,,45,39
2,4:04.0,K. Leonard misses 2-pt layup from 2 ft,,45,39
2,4:00.0,Offensive rebound by K. Leonard,,45,39
2,3:58.0,K. Leonard makes 2-pt jump shot from 15 ft,,47,39
2,3:40.0,,N. Vučević misses 2-pt jump shot from 14 ft,47,39
2,3:40.0,Defensive rebound by K. Lowry,,47,39
2,3:25.0,Turnover by K. Lowry (bad pass),,47,39
2,3:25.0,,T. Ross enters the game for W. Iwundu,47,39
2,3:12.0,,A. Gordon makes 2-pt layup from 1 ft,47,41
2,3:02.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),,50,41
2,2:55.0,,Orlando full timeout,50,41
2,2:40.0,,N. Vučević misses 2-pt hook shot from 2 ft (block by K. Leonard),50,41
2,2:34.0,Defensive rebound by M. Gasol,,50,41
2,2:28.0,K. Leonard makes 2-pt jump shot from 11 ft,,52,41
2,2:12.0,,D. Augustin misses 3-pt jump shot from 26 ft (block by M. Gasol),52,41
2,2:12.0,Defensive rebound by K. Leonard,,52,41
2,2:02.0,D. Green misses 3-pt jump shot from 23 ft,,52,41
2,1:56.0,,Defensive rebound by E. Fournier,52,41
2,1:43.0,,Turnover by D. Augustin (bad pass),52,41
2,1:43.0,,Loose ball foul by A. Gordon (drawn by K. Leonard),52,41
2,1:43.0,,J. Martin enters the game for A. Gordon,52,41
2,1:32.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by M. Gasol),,55,41
2,1:17.0,,Personal foul by K. Lowry (drawn by J. Martin),55,41
2,1:04.0,,Shooting foul by M. Gasol (drawn by E. Fournier),55,41
2,1:04.0,,E. Fournier makes free throw 1 of 2,55,42
2,1:04.0,,E. Fournier misses free throw 2 of 2,55,42
2,1:01.0,Defensive rebound by K. Leonard,,55,42
2,0:47.0,D. Green misses 3-pt jump shot from 24 ft,,55,42
2,0:44.0,,Defensive rebound by N. Vučević,55,42
2,0:28.0,,N. Vučević misses 2-pt hook shot from 10 ft,55,42
2,0:25.0,Defensive rebound by D. Green,,55,42
2,0:04.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),,58,42
2,0:01.0,,E. Fournier misses 3-pt jump shot from 41 ft,58,42
2,0:01.0,,Offensive rebound by Team,58,42
3,11:37.0,,E. Fournier misses 2-pt jump shot from 7 ft,58,42
3,11:35.0,,Offensive rebound by J. Isaac,58,42
3,11:35.0,,J. Isaac misses 2-pt layup from 3 ft,58,42
3,11:35.0,,Offensive rebound by J. Isaac,58,42
3,11:32.0,,J. Isaac misses 2-pt hook shot from 12 ft,58,42
3,11:31.0,,Offensive rebound by N. Vučević,58,42
3,11:28.0,,J. Isaac misses 2-pt jump shot from 16 ft,58,42
3,11:28.0,Defensive rebound by M. Gasol,,58,42
3,11:05.0,K. Leonard makes 2-pt jump shot from 17 ft,,60,42
3,10:46.0,,A. Gordon makes 2-pt jump shot from 15 ft (assist by J. Isaac),60,44
3,10:25.0,M. Gasol misses 2-pt jump shot from 22 ft,,60,44
3,10:23.0,,Defensive rebound by J. Isaac,60,44
3,10:20.0,,J. Isaac misses 2-pt jump shot from 22 ft,60,44
3,10:17.0,Defensive rebound by P. Siakam,,60,44
3,10:12.0,P. Siakam misses 3-pt jump shot from 25 ft,,60,44
3,10:10.0,,Defensive rebound by J. Isaac,60,44
3,9:57.0,,Personal foul by K. Lowry (drawn by J. Isaac),60,44
3,9:44.0,,A. Gordon makes 2-pt jump shot from 18 ft (assist by N. Vučević),60,46
3,9:24.0,D. Green misses 2-pt jump shot from 14 ft,,60,46
3,9:22.0,,Defensive rebound by A. Gordon,60,46
3,9:17.0,,N. Vučević misses 3-pt jump shot from 26 ft,60,46
3,9:11.0,Defensive rebound by M. Gasol,,60,46
3,9:04.0,Personal foul by N. Vučević (drawn by P. Siakam),,60,46
3,8:56.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Leonard),,63,46
3,8:38.0,,Personal foul by K. Leonard (drawn by A. Gordon),63,46
3,8:36.0,,Turnover by E. Fournier (bad pass; steal by D. Green),63,46
3,8:29.0,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),,65,46
3,8:18.0,,N. Vučević misses 2-pt jump shot from 10 ft,65,46
3,8:18.0,Defensive rebound by M. Gasol,,65,46
3,8:11.0,Turnover by K. Lowry (bad pass),,65,46
3,7:59.0,,Personal foul by M. Gasol (drawn by A. Gordon),65,46
3,7:49.0,,Shooting foul by K. Leonard (drawn by N. Vučević),65,46
3,7:49.0,,N. Vučević makes free throw 1 of 2,65,47
3,7:49.0,,N. Vučević misses free throw 2 of 2,65,47
3,7:47.0,Defensive rebound by K. Leonard,,65,47
3,7:34.0,M. Gasol misses 2-pt hook shot from 5 ft,,65,47
3,7:30.0,,Defensive rebound by J. Isaac,65,47
3,7:23.0,,N. Vučević misses 2-pt layup from 4 ft (block by M. Gasol),65,47
3,7:23.0,,Offensive rebound by Team,65,47
3,7:20.0,,Offensive foul by N. Vučević (drawn by K. Lowry),65,47
3,7:20.0,,Turnover by N. Vučević (offensive foul),65,47
3,7:02.0,K. Leonard misses 2-pt layup from 9 ft,,65,47
3,6:59.0,,Defensive rebound by A. Gordon,65,47
3,6:56.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by A. Gordon),65,50
3,6:42.0,Turnover by P. Siakam (bad pass; steal by A. Gordon),,65,50
3,6:37.0,,A. Gordon makes 2-pt dunk from 2 ft,65,52
3,6:37.0,Toronto full timeout,,65,52
3,6:15.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),,68,52
3,5:53.0,,D. Augustin misses 3-pt jump shot from 26 ft,68,52
3,5:50.0,Defensive rebound by P. Siakam,,68,52
3,5:38.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,70,52
3,5:23.0,,A. Gordon makes 3-pt jump shot from 27 ft,70,55
3,5:02.0,K. Leonard misses 3-pt jump shot from 26 ft,,70,55
3,4:59.0,,Defensive rebound by N. Vučević,70,55
3,4:41.0,,Turnover by E. Fournier (bad pass; steal by K. Lowry),70,55
3,4:29.0,Turnover by K. Lowry (bad pass; steal by N. Vučević),,70,55
3,4:22.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),70,58
3,3:56.0,K. Leonard makes 2-pt jump shot from 13 ft,,72,58
3,3:34.0,,A. Gordon makes 2-pt jump shot from 14 ft,72,60
3,3:22.0,K. Leonard makes 2-pt layup at rim,,74,60
3,3:22.0,Shooting foul by N. Vučević (drawn by K. Leonard),,74,60
3,3:22.0,F. VanVleet enters the game for K. Lowry,,74,60
3,3:22.0,,K. Birch enters the game for D. Augustin,74,60
3,3:22.0,,M. Carter-Williams enters the game for J. Isaac,74,60
3,3:22.0,,T. Ross enters the game for N. Vučević,74,60
3,3:22.0,K. Leonard makes free throw 1 of 1,,75,60
3,3:06.0,,E. Fournier makes 2-pt jump shot from 7 ft,75,62
3,2:52.0,K. Leonard misses 2-pt jump shot from 12 ft,,75,62
3,2:49.0,,Defensive rebound by T. Ross,75,62
3,2:39.0,,Orlando full timeout,75,62
3,2:39.0,S. Ibaka enters the game for M. Gasol,,75,62
3,2:39.0,N. Powell enters the game for K. Leonard,,75,62
3,2:30.0,,Turnover by K. Birch (bad pass),75,62
3,2:11.0,F. VanVleet misses 3-pt jump shot from 27 ft,,75,62
3,2:06.0,,Defensive rebound by A. Gordon,75,62
3,2:06.0,,A. Gordon makes 2-pt jump shot from 4 ft,75,64
3,2:06.0,,Shooting foul by D. Green (drawn by A. Gordon),75,64
3,2:06.0,,A. Gordon makes free throw 1 of 1,75,65
3,1:44.0,N. Powell misses 3-pt jump shot from 27 ft,,75,65
3,1:40.0,,Defensive rebound by M. Carter-Williams,75,65
3,1:36.0,,E. Fournier misses 3-pt jump shot from 26 ft,75,65
3,1:33.0,Defensive rebound by N. Powell,,75,65
3,1:25.0,N. Powell makes 2-pt layup from 2 ft,,77,65
3,1:07.0,,Turnover by M. Carter-Williams (bad pass),77,65
3,0:45.0,P. Siakam misses 3-pt jump shot from 26 ft,,77,65
3,0:43.0,Offensive rebound by S. Ibaka,,77,65
3,0:43.0,Shooting foul by T. Ross (drawn by S. Ibaka),,77,65
3,0:43.0,S. Ibaka makes free throw 1 of 2,,78,65
3,0:43.0,S. Ibaka makes free throw 2 of 2,,79,65
3,0:36.0,,Personal foul by D. Green (drawn by A. Gordon),79,65
3,0:36.0,,A. Gordon makes free throw 1 of 2,79,66
3,0:36.0,,A. Gordon makes free throw 2 of 2,79,67
3,0:36.0,,W. Iwundu enters the game for E. Fournier,79,67
3,0:32.0,D. Green makes 3-pt jump shot from 28 ft (assist by F. VanVleet),,82,67
3,0:10.0,,W. Iwundu misses 2-pt jump shot from 18 ft,82,67
3,0:06.0,Defensive rebound by P. Siakam,,82,67
3,0:02.0,Turnover by P. Siakam (lost ball; steal by M. Carter-Williams),,82,67
3,0:00.0,,T. Ross makes 3-pt jump shot from 33 ft,82,70
4,11:48.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by K. Lowry),,84,70
4,11:22.0,,A. Gordon makes 2-pt jump shot from 10 ft,84,72
4,11:01.0,F. VanVleet misses 2-pt layup from 3 ft,,84,72
4,10:59.0,,Defensive rebound by K. Birch,84,72
4,10:53.0,,T. Ross misses 3-pt jump shot from 27 ft,84,72
4,10:49.0,Defensive rebound by K. Lowry,,84,72
4,10:31.0,S. Ibaka makes 2-pt hook shot from 3 ft (assist by F. VanVleet),,86,72
4,10:17.0,,A. Gordon misses 3-pt jump shot from 27 ft,86,72
4,10:14.0,Defensive rebound by S. Ibaka,,86,72
4,10:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,86,72
4,9:59.0,,Defensive rebound by T. Ross,86,72
4,9:56.0,,Personal foul by F. VanVleet (drawn by A. Gordon),86,72
4,9:56.0,K. Leonard enters the game for P. Siakam,,86,72
4,9:47.0,,K. Birch makes 2-pt layup from 2 ft (assist by W. Iwundu),86,74
4,9:47.0,,Shooting foul by N. Powell (drawn by K. Birch),86,74
4,9:47.0,,K. Birch makes free throw 1 of 1,86,75
4,9:28.0,N. Powell makes 2-pt layup at rim,,88,75
4,9:19.0,,Personal foul by F. VanVleet (drawn by T. Ross),88,75
4,9:14.0,,Turnover by M. Carter-Williams (bad pass; steal by F. VanVleet),88,75
4,9:14.0,Shooting foul by T. Ross (drawn by F. VanVleet),,88,75
4,9:14.0,F. VanVleet makes free throw 1 of 2,,89,75
4,9:14.0,F. VanVleet makes free throw 2 of 2,,90,75
4,9:03.0,,Turnover by T. Ross (traveling),90,75
4,8:41.0,K. Lowry misses 2-pt layup from 2 ft (block by K. Birch),,90,75
4,8:41.0,,Defensive rebound by W. Iwundu,90,75
4,8:37.0,,W. Iwundu misses 2-pt layup from 3 ft (block by K. Leonard),90,75
4,8:33.0,Defensive rebound by N. Powell,,90,75
4,8:21.0,K. Leonard makes 2-pt layup at rim,,92,75
4,8:21.0,,Orlando full timeout,92,75
4,8:21.0,,D. Augustin enters the game for K. Birch,92,75
4,8:21.0,,E. Fournier enters the game for M. Carter-Williams,92,75
4,8:21.0,,J. Isaac enters the game for A. Gordon,92,75
4,8:21.0,,N. Vučević enters the game for W. Iwundu,92,75
4,8:06.0,,N. Vučević misses 2-pt hook shot from 7 ft,92,75
4,8:04.0,Defensive rebound by F. VanVleet,,92,75
4,7:59.0,Personal foul by D. Augustin (drawn by K. Lowry),,92,75
4,7:41.0,N. Powell misses 2-pt jump shot from 22 ft,,92,75
4,7:38.0,,Defensive rebound by E. Fournier,92,75
4,7:31.0,,E. Fournier misses 3-pt jump shot from 26 ft,92,75
4,7:28.0,Defensive rebound by S. Ibaka,,92,75
4,7:24.0,Personal foul by T. Ross (drawn by K. Leonard),,92,75
4,7:15.0,K. Leonard misses 3-pt jump shot from 28 ft,,92,75
4,7:11.0,,Defensive rebound by N. Vučević,92,75
4,7:08.0,,Turnover by E. Fournier (bad pass; steal by K. Leonard),92,75
4,6:53.0,N. Powell makes 2-pt layup at rim (assist by K. Lowry),,94,75
4,6:37.0,,N. Vučević misses 2-pt jump shot from 21 ft,94,75
4,6:33.0,Defensive rebound by N. Powell,,94,75
4,6:33.0,,A. Gordon enters the game for J. Isaac,94,75
4,6:10.0,K. Leonard misses 2-pt hook shot from 13 ft,,94,75
4,6:10.0,Offensive rebound by S. Ibaka,,94,75
4,6:06.0,S. Ibaka makes 2-pt hook shot from 2 ft,,96,75
4,5:56.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),96,77
4,5:46.0,Toronto full timeout,,96,77
4,5:33.0,Turnover by K. Lowry (bad pass; steal by T. Ross),,96,77
4,5:18.0,,N. Vučević makes 2-pt jump shot from 4 ft (assist by A. Gordon),96,79
4,5:05.0,Turnover by S. Ibaka (out of bounds lost ball),,96,79
4,4:49.0,,E. Fournier misses 3-pt jump shot from 23 ft,96,79
4,4:44.0,Defensive rebound by S. Ibaka,,96,79
4,4:30.0,N. Powell makes 2-pt jump shot from 17 ft,,98,79
4,4:10.0,,E. Fournier misses 3-pt jump shot from 27 ft,98,79
4,4:06.0,Defensive rebound by F. VanVleet,,98,79
4,3:57.0,Shooting foul by T. Ross (drawn by F. VanVleet),,98,79
4,3:57.0,F. VanVleet makes free throw 1 of 2,,99,79
4,3:57.0,M. Gasol enters the game for S. Ibaka,,99,79
4,3:57.0,P. Siakam enters the game for N. Powell,,99,79
4,3:57.0,F. VanVleet makes free throw 2 of 2,,100,79
4,3:39.0,,Turnover by E. Fournier (lost ball; steal by K. Lowry),100,79
4,3:34.0,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),,102,79
4,3:13.0,,E. Fournier makes 3-pt jump shot from 28 ft (assist by T. Ross),102,82
4,2:52.0,Shooting foul by A. Gordon (drawn by K. Leonard),,102,82
4,2:52.0,,Orlando full timeout,102,82
4,2:52.0,P. McCaw enters the game for K. Lowry,,102,82
4,2:52.0,N. Powell enters the game for P. Siakam,,102,82
4,2:52.0,,K. Birch enters the game for D. Augustin,102,82
4,2:52.0,,M. Frazier enters the game for E. Fournier,102,82
4,2:52.0,,J. Grant enters the game for A. Gordon,102,82
4,2:52.0,,W. Iwundu enters the game for T. Ross,102,82
4,2:52.0,,J. Martin enters the game for N. Vučević,102,82
4,2:52.0,K. Leonard makes free throw 1 of 2,,103,82
4,2:52.0,K. Leonard makes free throw 2 of 2,,104,82
4,2:48.0,,Personal take foul by P. McCaw (drawn by J. Grant),104,82
4,2:48.0,J. Lin enters the game for M. Gasol,,104,82
4,2:48.0,J. Meeks enters the game for K. Leonard,,104,82
4,2:48.0,E. Moreland enters the game for F. VanVleet,,104,82
4,2:41.0,,J. Grant misses 3-pt jump shot from 26 ft,104,82
4,2:38.0,Defensive rebound by J. Meeks,,104,82
4,2:24.0,N. Powell makes 2-pt layup from 1 ft,,106,82
4,2:24.0,Shooting foul by J. Martin (drawn by N. Powell),,106,82
4,2:24.0,N. Powell makes free throw 1 of 1,,107,82
4,2:10.0,,J. Martin misses 3-pt jump shot from 23 ft,107,82
4,2:07.0,Defensive rebound by E. Moreland,,107,82
4,2:00.0,Turnover by J. Lin (bad pass),,107,82
4,2:00.0,M. Miller enters the game for N. Powell,,107,82
4,1:52.0,,Shooting foul by E. Moreland (drawn by M. Frazier),107,82
4,1:52.0,,M. Frazier makes free throw 1 of 2,107,83
4,1:52.0,,M. Frazier misses free throw 2 of 2,107,83
4,1:49.0,Defensive rebound by E. Moreland,,107,83
4,1:33.0,J. Meeks misses 2-pt jump shot from 22 ft,,107,83
4,1:31.0,,Defensive rebound by K. Birch,107,83
4,1:18.0,,J. Grant misses 3-pt jump shot from 27 ft,107,83
4,1:14.0,Defensive rebound by J. Lin,,107,83
4,1:10.0,Turnover by J. Lin (bad pass; steal by W. Iwundu),,107,83
4,1:04.0,,J. Grant misses 3-pt jump shot from 28 ft,107,83
4,1:00.0,Defensive rebound by M. Miller,,107,83
4,0:54.0,J. Lin misses 2-pt jump shot from 22 ft,,107,83
4,0:50.0,,Defensive rebound by K. Birch,107,83
4,0:36.0,,J. Martin makes 2-pt layup from 1 ft (assist by W. Iwundu),107,85
4,0:26.0,Turnover by J. Lin (bad pass; steal by M. Frazier),,107,85
4,0:22.0,,J. Martin misses 3-pt jump shot from 27 ft,107,85
4,0:21.0,,Offensive rebound by Team,107,85
4,0:12.0,,J. Grant misses 3-pt jump shot from 27 ft,107,85
4,0:09.0,Defensive rebound by J. Lin,,107,85
