QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
1,4:48.0,Defensive rebound by Team,,11,16
1,4:48.0,,A. McKinnie enters the game for K. Thompson,11,16
1,4:36.0,J. Harden makes 3-pt jump shot from 26 ft,,14,16
1,4:23.0,,Turnover by D. Green (bad pass; steal by N. Hilário),14,16
1,4:13.0,J. Harden misses 2-pt layup from 9 ft,,14,16
1,4:11.0,,Defensive rebound by K. Durant,14,16
1,4:07.0,,K. Durant misses 2-pt jump shot from 11 ft,14,16
1,4:06.0,Defensive rebound by D. House,,14,16
1,3:52.0,J. Harden misses 3-pt jump shot from 27 ft,,14,16
1,3:50.0,,Defensive rebound by S. Curry,14,16
1,3:44.0,,Turnover by S. Curry (bad pass),14,16
1,3:26.0,Shooting foul by A. McKinnie (drawn by J. Harden),,14,16
1,3:26.0,J. Harden makes free throw 1 of 3,,15,16
1,3:26.0,J. Harden makes free throw 2 of 3,,16,16
1,3:26.0,J. Harden makes free throw 3 of 3,,17,16
1,3:10.0,,K. Durant misses 2-pt jump shot from 11 ft,17,16
1,3:09.0,Defensive rebound by I. Shumpert,,17,16
1,3:00.0,J. Harden misses 3-pt jump shot from 25 ft,,17,16
1,2:58.0,,Defensive rebound by A. McKinnie,17,16
1,2:47.0,,Personal foul by I. Shumpert (drawn by K. Durant),17,16
1,2:47.0,Houston full timeout,,17,16
1,2:47.0,C. Capela enters the game for J. Harden,,17,16
1,2:47.0,E. Gordon enters the game for N. Hilário,,17,16
1,2:47.0,G. Green enters the game for D. House,,17,16
1,2:47.0,C. Paul enters the game for P. Tucker,,17,16
1,2:47.0,,S. Livingston enters the game for K. Durant,17,16
1,2:38.0,,K. Looney makes 2-pt layup from 5 ft (assist by D. Green),17,18
1,2:11.0,E. Gordon makes 2-pt layup from 5 ft,,19,18
1,1:53.0,,K. Looney makes 2-pt jump shot from 18 ft (assist by D. Green),19,20
1,1:35.0,E. Gordon misses 3-pt jump shot from 27 ft,,19,20
1,1:33.0,,Defensive rebound by A. McKinnie,19,20
1,1:22.0,,K. Looney makes 2-pt dunk from 2 ft (assist by D. Green),19,22
1,1:11.0,C. Paul misses 3-pt jump shot from 25 ft,,19,22
1,1:09.0,,Defensive rebound by D. Green,19,22
1,0:55.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by S. Livingston),19,25
1,0:42.0,Turnover by C. Paul (bad pass; steal by S. Livingston),,19,25
1,0:30.0,,S. Curry misses 3-pt jump shot from 29 ft,19,25
1,0:29.0,Defensive rebound by E. Gordon,,19,25
1,0:29.0,Turnover by E. Gordon (bad pass),,19,25
1,0:29.0,P. Tucker enters the game for G. Green,,19,25
1,0:29.0,,K. Durant enters the game for K. Looney,19,25
1,0:29.0,,K. Thompson enters the game for A. McKinnie,19,25
1,0:06.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by D. Green),19,28
1,0:01.0,C. Paul misses 3-pt jump shot from 47 ft,,19,28
1,0:00.0,Offensive rebound by Team,,19,28
2,11:47.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by C. Paul),,22,28
2,11:25.0,,K. Durant misses 2-pt jump shot from 8 ft,22,28
2,11:24.0,Defensive rebound by C. Capela,,22,28
2,11:18.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Paul),,24,28
2,11:18.0,,Violation by Team (def goaltending),24,28
2,11:06.0,,Personal foul by I. Shumpert (drawn by K. Durant),24,28
2,10:54.0,,K. Thompson misses 2-pt jump shot from 8 ft,24,28
2,10:53.0,,Offensive rebound by A. Bogut,24,28
2,10:53.0,,A. Bogut misses 2-pt layup from 1 ft,24,28
2,10:52.0,Defensive rebound by C. Paul,,24,28
2,10:37.0,E. Gordon misses 3-pt jump shot from 27 ft,,24,28
2,10:35.0,Offensive rebound by P. Tucker,,24,28
2,10:33.0,P. Tucker misses 2-pt layup from 3 ft,,24,28
2,10:32.0,,Defensive rebound by A. McKinnie,24,28
2,10:27.0,,K. Durant misses 2-pt jump shot from 7 ft (block by E. Gordon),24,28
2,10:26.0,Defensive rebound by C. Capela,,24,28
2,10:15.0,E. Gordon misses 3-pt jump shot from 29 ft,,24,28
2,10:13.0,,Defensive rebound by A. Bogut,24,28
2,10:05.0,,K. Durant makes 2-pt dunk from 2 ft,24,30
2,9:53.0,C. Paul makes 2-pt jump shot from 9 ft,,26,30
2,9:39.0,,Turnover by K. Durant (lost ball; steal by P. Tucker),26,30
2,9:37.0,Personal take foul by A. Bogut (drawn by P. Tucker),,26,30
2,9:37.0,J. Harden enters the game for E. Gordon,,26,30
2,9:37.0,,A. Iguodala enters the game for A. McKinnie,26,30
2,9:28.0,I. Shumpert misses 3-pt jump shot from 23 ft,,26,30
2,9:26.0,,Defensive rebound by K. Durant,26,30
2,9:14.0,,K. Thompson misses 2-pt jump shot from 11 ft,26,30
2,9:13.0,,Offensive rebound by A. Bogut,26,30
2,9:13.0,,A. Bogut makes 2-pt layup from 1 ft,26,32
2,8:53.0,Turnover by J. Harden (bad pass; steal by K. Durant),,26,32
2,8:45.0,,K. Thompson misses 2-pt jump shot from 10 ft,26,32
2,8:44.0,Defensive rebound by J. Harden,,26,32
2,8:36.0,Personal foul by A. Bogut (drawn by C. Capela),,26,32
2,8:28.0,C. Paul makes 3-pt jump shot from 26 ft,,29,32
2,8:14.0,,Turnover by K. Thompson (out of bounds lost ball),29,32
2,7:59.0,Turnover by C. Paul (out of bounds lost ball),,29,32
2,7:38.0,,K. Durant misses 2-pt jump shot from 21 ft,29,32
2,7:37.0,Defensive rebound by J. Harden,,29,32
2,7:20.0,J. Harden misses 2-pt jump shot from 8 ft,,29,32
2,7:19.0,,Defensive rebound by K. Thompson,29,32
2,7:13.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),29,35
2,7:11.0,Houston full timeout,,29,35
2,7:11.0,N. Hilário enters the game for C. Capela,,29,35
2,7:11.0,D. House enters the game for C. Paul,,29,35
2,7:11.0,,S. Curry enters the game for A. Bogut,29,35
2,7:11.0,,D. Green enters the game for S. Livingston,29,35
2,6:56.0,J. Harden makes 3-pt jump shot from 26 ft,,32,35
2,6:28.0,,D. Green makes 2-pt jump shot from 12 ft (assist by K. Durant),32,37
2,6:10.0,N. Hilário makes 2-pt jump shot from 10 ft (assist by J. Harden),,34,37
2,5:52.0,,K. Thompson makes 3-pt jump shot from 27 ft,34,40
2,5:35.0,Shooting foul by K. Durant (drawn by N. Hilário),,34,40
2,5:35.0,N. Hilário makes free throw 1 of 2,,35,40
2,5:35.0,E. Gordon enters the game for I. Shumpert,,35,40
2,5:35.0,N. Hilário makes free throw 2 of 2,,36,40
2,5:26.0,,S. Curry makes 3-pt jump shot from 26 ft,36,43
2,5:02.0,D. House makes 3-pt jump shot from 24 ft (assist by J. Harden),,39,43
2,4:50.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by D. Green),39,45
2,4:36.0,Personal foul by S. Curry (drawn by D. House),,39,45
2,4:22.0,Turnover by Team (shot clock),,39,45
2,4:11.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),39,47
2,3:45.0,J. Harden makes 3-pt jump shot from 28 ft,,42,47
2,3:37.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),42,49
2,3:37.0,C. Capela enters the game for N. Hilário,,42,49
2,3:37.0,C. Paul enters the game for D. House,,42,49
2,3:13.0,Shooting foul by S. Curry (drawn by E. Gordon),,42,49
2,3:13.0,,Technical foul by D. Green,42,49
2,3:13.0,C. Paul makes technical free throw,,43,49
2,3:13.0,E. Gordon misses free throw 1 of 2,,43,49
2,3:13.0,Offensive rebound by Team,,43,49
2,3:13.0,E. Gordon makes free throw 2 of 2,,44,49
2,3:02.0,,S. Curry makes 2-pt layup from 9 ft,44,51
2,2:38.0,J. Harden misses 3-pt jump shot from 27 ft,,44,51
2,2:36.0,,Defensive rebound by Team,44,51
2,2:36.0,,Golden State full timeout,44,51
2,2:36.0,D. House enters the game for C. Capela,,44,51
2,2:27.0,,S. Curry misses 3-pt jump shot from 28 ft,44,51
2,2:24.0,Defensive rebound by D. House,,44,51
2,2:06.0,D. House misses 3-pt jump shot from 26 ft,,44,51
2,2:01.0,,Defensive rebound by K. Durant,44,51
2,1:58.0,,K. Durant misses 3-pt jump shot from 29 ft (block by E. Gordon),44,51
2,1:57.0,,Offensive rebound by D. Green,44,51
2,1:56.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),44,53
2,1:39.0,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),,47,53
2,1:25.0,,Turnover by K. Durant (bad pass; steal by J. Harden),47,53
2,1:00.0,Turnover by Team (shot clock),,47,53
2,0:44.0,,Turnover by K. Durant (lost ball; steal by J. Harden),47,53
2,0:40.0,C. Paul makes 3-pt jump shot from 25 ft,,50,53
2,0:26.0,,Turnover by S. Curry (lost ball; steal by P. Tucker),50,53
2,0:22.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),,53,53
2,0:04.0,,Shooting foul by P. Tucker (drawn by A. Iguodala),53,53
2,0:04.0,,A. Iguodala misses free throw 1 of 2,53,53
2,0:04.0,,Offensive rebound by Team,53,53
2,0:04.0,C. Capela enters the game for D. House,,53,53
2,0:04.0,,J. Bell enters the game for S. Curry,53,53
2,0:04.0,,S. Livingston enters the game for K. Durant,53,53
2,0:04.0,,A. McKinnie enters the game for K. Thompson,53,53
2,0:04.0,,A. Iguodala misses free throw 2 of 2,53,53
2,0:02.0,Defensive rebound by J. Harden,,53,53
2,0:00.0,J. Harden misses 3-pt jump shot from 55 ft,,53,53
2,0:00.0,Offensive rebound by Team,,53,53
3,11:41.0,Personal foul by S. Curry (drawn by E. Gordon),,53,53
3,11:28.0,J. Harden makes 2-pt layup from 6 ft (assist by C. Capela),,55,53
3,11:14.0,,Personal foul by C. Paul (drawn by A. Iguodala),55,53
3,11:01.0,,D. Green misses 3-pt jump shot from 28 ft,55,53
3,10:59.0,Defensive rebound by C. Capela,,55,53
3,10:52.0,J. Harden misses 3-pt jump shot from 27 ft,,55,53
3,10:50.0,,Defensive rebound by A. Iguodala,55,53
3,10:41.0,,Turnover by D. Green (bad pass; steal by P. Tucker),55,53
3,10:24.0,Turnover by C. Paul (bad pass; steal by D. Green),,55,53
3,10:15.0,,K. Durant misses 2-pt jump shot from 12 ft,55,53
3,10:14.0,Defensive rebound by P. Tucker,,55,53
3,10:06.0,E. Gordon makes 2-pt layup from 2 ft,,57,53
3,9:50.0,,S. Curry misses 3-pt jump shot from 29 ft,57,53
3,9:48.0,Defensive rebound by C. Paul,,57,53
3,9:44.0,P. Tucker misses 3-pt jump shot from 24 ft (block by D. Green),,57,53
3,9:42.0,,Defensive rebound by S. Curry,57,53
3,9:34.0,,K. Thompson makes 2-pt jump shot from 6 ft,57,55
3,9:34.0,,Shooting foul by P. Tucker (drawn by K. Thompson),57,55
3,9:34.0,,K. Thompson makes free throw 1 of 1,57,56
3,9:19.0,J. Harden misses 2-pt layup from 7 ft (block by K. Durant),,57,56
3,9:18.0,,Defensive rebound by S. Curry,57,56
3,9:15.0,,K. Thompson misses 3-pt jump shot from 28 ft,57,56
3,9:14.0,,Offensive rebound by Team,57,56
3,9:14.0,Loose ball foul by C. Capela (drawn by D. Green),,57,56
3,9:05.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by K. Durant),57,58
3,8:47.0,Shooting foul by D. Green (drawn by C. Paul),,57,58
3,8:47.0,C. Paul misses free throw 1 of 2,,57,58
3,8:47.0,Offensive rebound by Team,,57,58
3,8:47.0,D. House enters the game for C. Capela,,57,58
3,8:47.0,C. Paul makes free throw 2 of 2,,58,58
3,8:30.0,,Shooting foul by P. Tucker (drawn by K. Durant),58,58
3,8:30.0,,K. Durant misses free throw 1 of 2,58,58
3,8:30.0,,Offensive rebound by Team,58,58
3,8:30.0,,K. Durant makes free throw 2 of 2,58,59
3,8:14.0,D. House misses 3-pt jump shot from 28 ft,,58,59
3,8:12.0,,Defensive rebound by K. Thompson,58,59
3,8:04.0,,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),58,61
3,7:35.0,J. Harden misses 3-pt jump shot from 30 ft,,58,61
3,7:33.0,,Defensive rebound by K. Durant,58,61
3,7:26.0,,S. Curry misses 3-pt jump shot from 26 ft,58,61
3,7:24.0,Defensive rebound by E. Gordon,,58,61
3,7:12.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),,61,61
3,6:57.0,,D. Green makes 2-pt layup from 12 ft,61,63
3,6:46.0,C. Paul misses 3-pt jump shot from 27 ft,,61,63
3,6:44.0,,Defensive rebound by S. Curry,61,63
3,6:42.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),61,65
3,6:41.0,Houston full timeout,,61,65
3,6:41.0,I. Shumpert enters the game for C. Paul,,61,65
3,6:17.0,Turnover by J. Harden (lost ball; steal by K. Thompson),,61,65
3,6:08.0,,Turnover by A. Iguodala (bad pass; steal by J. Harden),61,65
3,6:04.0,Offensive foul by P. Tucker (drawn by S. Curry),,61,65
3,6:04.0,Turnover by P. Tucker (offensive foul),,61,65
3,6:04.0,C. Capela enters the game for P. Tucker,,61,65
3,5:51.0,,Shooting foul by J. Harden (drawn by A. Iguodala),61,65
3,5:51.0,,A. Iguodala misses free throw 1 of 2,61,65
3,5:51.0,,Offensive rebound by Team,61,65
3,5:51.0,,A. Iguodala makes free throw 2 of 2,61,66
3,5:40.0,I. Shumpert misses 3-pt jump shot from 28 ft,,61,66
3,5:38.0,,Defensive rebound by K. Thompson,61,66
3,5:28.0,,Turnover by K. Durant (lost ball; steal by I. Shumpert),61,66
3,5:21.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,63,66
3,5:11.0,,Shooting foul by D. House (drawn by S. Curry),63,66
3,5:11.0,,S. Curry makes free throw 1 of 2,63,67
3,5:11.0,,K. Looney enters the game for A. Iguodala,63,67
3,5:11.0,,S. Curry makes free throw 2 of 2,63,68
3,4:56.0,J. Harden makes 3-pt jump shot from 26 ft,,66,68
3,4:48.0,,K. Durant misses 3-pt jump shot from 29 ft,66,68
3,4:46.0,Defensive rebound by C. Capela,,66,68
3,4:34.0,Shooting foul by S. Curry (drawn by J. Harden),,66,68
3,4:34.0,J. Harden makes free throw 1 of 2,,67,68
3,4:34.0,G. Green enters the game for E. Gordon,,67,68
3,4:34.0,,A. McKinnie enters the game for S. Curry,67,68
3,4:34.0,,Golden State full timeout,67,68
3,4:34.0,,S. Livingston enters the game for A. McKinnie,67,68
3,4:34.0,J. Harden makes free throw 2 of 2,,68,68
3,4:12.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Looney),68,70
3,3:52.0,I. Shumpert misses 3-pt jump shot from 27 ft,,68,70
3,3:50.0,,Defensive rebound by D. Green,68,70
3,3:47.0,,Shooting foul by I. Shumpert (drawn by K. Durant),68,70
3,3:47.0,,K. Durant makes free throw 1 of 2,68,71
3,3:47.0,,A. Iguodala enters the game for K. Thompson,68,71
3,3:47.0,,K. Durant makes free throw 2 of 2,68,72
3,3:24.0,J. Harden misses 2-pt jump shot from 9 ft,,68,72
3,3:22.0,,Defensive rebound by Team,68,72
3,2:56.0,,K. Looney misses 2-pt jump shot from 16 ft,68,72
3,2:55.0,Defensive rebound by Team,,68,72
3,2:55.0,,Loose ball foul by S. Livingston (drawn by J. Harden),68,72
3,2:55.0,C. Paul enters the game for D. House,,68,72
3,2:38.0,Personal foul by K. Looney (drawn by J. Harden),,68,72
3,2:38.0,J. Harden makes free throw 1 of 2,,69,72
3,2:38.0,J. Harden makes free throw 2 of 2,,70,72
3,2:20.0,,Shooting foul by C. Capela (drawn by K. Durant),70,72
3,2:20.0,,K. Durant misses free throw 1 of 3,70,72
3,2:20.0,,Offensive rebound by Team,70,72
3,2:20.0,,K. Durant makes free throw 2 of 3,70,73
3,2:20.0,D. House enters the game for J. Harden,,70,73
3,2:20.0,,K. Thompson enters the game for K. Looney,70,73
3,2:20.0,,K. Durant makes free throw 3 of 3,70,74
3,2:02.0,Turnover by C. Paul (bad pass),,70,74
3,1:51.0,,K. Durant makes 2-pt jump shot from 16 ft,70,76
3,1:37.0,Personal foul by K. Thompson (drawn by C. Paul),,70,76
3,1:37.0,C. Paul misses free throw 1 of 2,,70,76
3,1:37.0,Offensive rebound by Team,,70,76
3,1:37.0,C. Paul misses free throw 2 of 2,,70,76
3,1:36.0,,Defensive rebound by D. Green,70,76
3,1:28.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),70,78
3,1:12.0,G. Green makes 3-pt jump shot from 28 ft (assist by C. Capela),,73,78
3,0:52.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Livingston),73,81
3,0:35.0,C. Paul makes 3-pt jump shot from 26 ft,,76,81
3,0:33.0,Technical foul by C. Paul,,76,81
3,0:33.0,,K. Durant makes technical free throw,76,82
3,0:31.0,,Technical foul by M. D'Antoni,76,82
3,0:31.0,,K. Durant makes technical free throw,76,83
3,0:13.0,,S. Livingston misses 2-pt jump shot from 11 ft (block by G. Green),76,83
3,0:11.0,Defensive rebound by D. House,,76,83
3,0:07.0,Turnover by G. Green (lost ball; steal by K. Thompson),,76,83
3,0:04.0,,Turnover by K. Thompson (bad pass; steal by C. Paul),76,83
3,0:00.0,C. Paul misses 2-pt jump shot from 17 ft,,76,83
3,0:00.0,Offensive rebound by Team,,76,83
4,11:42.0,,S. Livingston misses 2-pt jump shot from 12 ft,76,83
4,11:42.0,,Offensive rebound by Team,76,83
4,11:40.0,,Shooting foul by G. Green (drawn by S. Livingston),76,83
4,11:40.0,,S. Livingston makes free throw 1 of 2,76,84
4,11:40.0,P. Tucker enters the game for G. Green,,76,84
4,11:40.0,,S. Livingston makes free throw 2 of 2,76,85
4,11:15.0,C. Capela misses 2-pt hook shot from 4 ft,,76,85
4,11:14.0,,Defensive rebound by K. Looney,76,85
4,10:57.0,,A. McKinnie misses 3-pt jump shot from 28 ft,76,85
4,10:54.0,Defensive rebound by Team,,76,85
4,10:54.0,N. Hilário enters the game for C. Capela,,76,85
4,10:36.0,C. Paul makes 2-pt jump shot from 18 ft,,78,85
4,10:16.0,,S. Curry makes 2-pt layup from 2 ft,78,87
4,10:10.0,E. Gordon makes 2-pt layup from 1 ft,,80,87
4,10:10.0,Shooting foul by A. McKinnie (drawn by E. Gordon),,80,87
4,10:10.0,J. Harden enters the game for D. House,,80,87
4,10:10.0,E. Gordon makes free throw 1 of 1,,81,87
4,10:02.0,,S. Curry misses 3-pt jump shot from 30 ft,81,87
4,10:00.0,Defensive rebound by Team,,81,87
4,9:45.0,E. Gordon makes 2-pt layup from 2 ft (assist by N. Hilário),,83,87
4,9:45.0,,Golden State full timeout,83,87
4,9:45.0,,K. Durant enters the game for S. Livingston,83,87
4,9:45.0,,A. Iguodala enters the game for A. McKinnie,83,87
4,9:23.0,,A. Iguodala misses 3-pt jump shot from 26 ft,83,87
4,9:20.0,Defensive rebound by Team,,83,87
4,9:11.0,E. Gordon misses 3-pt jump shot from 30 ft,,83,87
4,9:09.0,,Defensive rebound by Team,83,87
4,8:54.0,,Turnover by S. Curry (bad pass; steal by C. Paul),83,87
4,8:49.0,J. Harden misses 2-pt layup from 8 ft (block by A. Iguodala),,83,87
4,8:48.0,,Defensive rebound by Team,83,87
4,8:48.0,,D. Green enters the game for K. Thompson,83,87
4,8:33.0,,K. Durant misses 2-pt jump shot from 19 ft,83,87
4,8:30.0,,Offensive rebound by A. Iguodala,83,87
4,8:28.0,,A. Iguodala makes 2-pt layup from 5 ft,83,89
4,8:17.0,J. Harden misses 3-pt jump shot from 28 ft,,83,89
4,8:15.0,Offensive rebound by Team,,83,89
4,8:15.0,,Loose ball foul by A. Iguodala (drawn by P. Tucker),83,89
4,8:12.0,Personal foul by S. Curry (drawn by C. Paul),,83,89
4,8:01.0,Shooting foul by A. Iguodala (drawn by J. Harden),,83,89
4,8:01.0,J. Harden makes free throw 1 of 2,,84,89
4,8:01.0,,K. Thompson enters the game for S. Curry,84,89
4,8:01.0,J. Harden makes free throw 2 of 2,,85,89
4,7:46.0,,Turnover by D. Green (out of bounds lost ball),85,89
4,7:29.0,J. Harden makes 2-pt jump shot from 18 ft,,87,89
4,7:01.0,,K. Thompson misses 2-pt jump shot from 17 ft,87,89
4,7:00.0,Defensive rebound by E. Gordon,,87,89
4,6:36.0,J. Harden misses 3-pt jump shot from 27 ft,,87,89
4,6:34.0,,Defensive rebound by Team,87,89
4,6:34.0,Houston full timeout,,87,89
4,6:34.0,,S. Curry enters the game for K. Looney,87,89
4,6:19.0,,S. Curry misses 3-pt jump shot from 23 ft,87,89
4,6:17.0,Defensive rebound by N. Hilário,,87,89
4,6:00.0,N. Hilário makes 2-pt hook shot from 6 ft,,89,89
4,5:51.0,,Personal foul by P. Tucker (drawn by D. Green),89,89
4,5:43.0,,Personal foul by N. Hilário (drawn by D. Green),89,89
4,5:35.0,,Shooting foul by N. Hilário (drawn by K. Durant),89,89
4,5:35.0,,K. Durant makes free throw 1 of 2,89,90
4,5:35.0,I. Shumpert enters the game for N. Hilário,,89,90
4,5:35.0,,K. Durant makes free throw 2 of 2,89,91
4,5:19.0,E. Gordon misses 3-pt jump shot from 29 ft,,89,91
4,5:17.0,,Defensive rebound by S. Curry,89,91
4,5:11.0,,Personal foul by I. Shumpert (drawn by K. Durant),89,91
4,5:11.0,,K. Durant misses free throw 1 of 2,89,91
4,5:11.0,,Offensive rebound by Team,89,91
4,5:11.0,,K. Durant makes free throw 2 of 2,89,92
4,4:52.0,Personal foul by K. Thompson (drawn by C. Paul),,89,92
4,4:52.0,C. Paul makes free throw 1 of 2,,90,92
4,4:52.0,C. Capela enters the game for I. Shumpert,,90,92
4,4:52.0,C. Paul makes free throw 2 of 2,,91,92
4,4:37.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),91,94
4,4:17.0,J. Harden misses 3-pt jump shot from 28 ft,,91,94
4,4:15.0,,Defensive rebound by K. Thompson,91,94
4,4:00.0,,K. Thompson misses 3-pt jump shot from 25 ft,91,94
4,3:58.0,,Offensive rebound by A. Iguodala,91,94
4,3:54.0,,K. Thompson misses 3-pt jump shot from 23 ft,91,94
4,3:52.0,Defensive rebound by E. Gordon,,91,94
4,3:43.0,E. Gordon misses 3-pt jump shot from 27 ft,,91,94
4,3:40.0,,Defensive rebound by Team,91,94
4,3:40.0,,Golden State full timeout,91,94
4,3:40.0,Houston full timeout,,91,94
4,3:29.0,,K. Durant misses 2-pt jump shot from 13 ft,91,94
4,3:26.0,Defensive rebound by P. Tucker,,91,94
4,3:06.0,Turnover by E. Gordon (bad pass; steal by S. Curry),,91,94
4,3:01.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Thompson),91,96
4,2:40.0,E. Gordon makes 3-pt jump shot from 31 ft (assist by C. Paul),,94,96
4,2:21.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by S. Curry),94,98
4,1:55.0,Shooting foul by A. Iguodala (drawn by J. Harden),,94,98
4,1:55.0,J. Harden misses free throw 1 of 2,,94,98
4,1:55.0,Offensive rebound by Team,,94,98
4,1:55.0,I. Shumpert enters the game for C. Capela,,94,98
4,1:55.0,J. Harden makes free throw 2 of 2,,95,98
